optimisation,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
upper_triangle,5000,3,10.068642702457959,7.191183676,39118.45229417509,39118.45229417509,3.814414061873293e-16
upper_triangle,5000,4,10.17077807738016,7.191183676,39118.45229417509,39118.45229417509,3.814414061873293e-16
upper_triangle,5000,5,10.431481990292275,7.191183676,39118.45229417509,39118.45229417509,3.814414061873293e-16
upper_triangle,5000,6,10.096302477718048,7.191183676,39118.45229417509,39118.45229417509,3.814414061873293e-16
upper_triangle,5000,7,10.075405941244538,7.191183676,39118.45229417509,39118.45229417509,3.814414061873293e-16
upper_triangle,5000,8,10.233867433941086,7.191183676,39118.45229417509,39118.45229417509,3.814414061873293e-16
upper_triangle,5000,9,9.272627548,7.191183676,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,0,9.683140884535813,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,1,9.850610494,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,2,10.188683185282027,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,3,11.152905589931532,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,4,10.809467429923759,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,5,10.69610093241046,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,6,10.870130334348246,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,7,9.958989888828555,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,8,11.15869047346286,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
contiguous_access,5000,9,10.20874416034804,6.667642987953204,39118.45229417509,39118.45229417509,3.814414061873293e-16
cache_blocked_1,5000,0,13.191871546360435,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,1,12.311149101048565,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,2,13.32510533523953,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,3,11.870593799186647,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,4,13.036463132439827,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,5,13.161976524081084,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,6,12.965200054658757,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,7,13.587981019696683,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,8,12.046149669913477,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_1,5000,9,13.26413801,5.533632463895773,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,0,8.542344776154184,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,1,8.821710287845294,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,2,7.541867223785369,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,3,7.635606194801176,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,4,7.763215704380319,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,5,8.719100153,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,6,7.803790376364006,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,7,8.682508109,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,8,7.550144237,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
cache_blocked_2,5000,9,7.649682485,8.558389655645211,39118.45229417509,39118.45229417509,1.7255682660855372e-16
