optimisation,n,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
contiguous_access,2000,2,0.38462450761775047,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,3,0.38565331894643734,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,4,0.38585281081926653,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,5,0.38279834146589425,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,6,0.38397257823618275,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,7,0.3826967549329277,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,8,0.3859953752124087,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
contiguous_access,2000,9,0.3852471151472282,12.173362394082623,13813.501567437313,13813.501567437313,6.429784767924708e-17
cache_blocked_1,2000,0,0.8082415520317737,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,1,0.8045296594538531,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,2,0.8042302586122918,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,3,0.8082731491247492,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,4,0.8080041322069174,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,5,0.8103845230073944,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,6,0.811024646,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,7,0.8051895271243524,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,8,0.810746366,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_1,2000,9,0.8047565405580186,5.790767085848192,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,0,0.5240192105445836,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,1,0.5264917817111328,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,2,0.521916759,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,3,0.5258137927505788,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,4,0.5247268356492446,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,5,0.5246380624100868,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,6,0.5219050996789433,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,7,0.5219202640874654,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,8,0.5236523087041062,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
cache_blocked_2,2000,9,0.5232534002760083,8.919719520717944,13813.501567437313,13813.501567437313,2.5719139071698833e-17
