optimisation,n,block_size,repeat,elapsed_seconds,speedup_factor_vs_baseline,logdet_library,logdet_factor,relative_difference_percent
cache_blocked_2,2000,7,1,0.709276631008833646774,6.9253562774342531938,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,7,2,0.702694396022707223892,7.02117335652005269964,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,7,3,0.701365103945136070251,7.08067317007912055971,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,7,4,0.714938462944701313972,6.89220306964699069852,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,7,5,0.691323813982307910919,7.17569918284061802893,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,7,6,0.707968040136620402336,6.98750599129806371224,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,7,7,0.707043457077816128731,7.01571340526726849873,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,7,8,0.71417131694033741951,7.02506764707670683379,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,7,9,0.700944304000586271286,7.07446560402302626613,13813.5015674373143577,13813.5015674373143844,1.92893543037741241615e-16
cache_blocked_2,2000,8,0,0.474845037097111344337,10.3613173234102760034,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,1,0.477751038968563079834,10.281491756876457444,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,2,0.47727951989509165287,10.3372111424664581136,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,3,0.473390986910089850426,10.490561103304838042,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,4,0.474381958134472370148,10.3872016724535303211,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,5,0.471359916962683200836,10.524296930118136828,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,6,0.471187957096844911575,10.4988483843729110134,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,7,0.471525138942524790764,10.519935948806290682,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,8,0.481459316099062561989,10.4206142561699568461,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,8,9,0.484075147192925214767,10.2438772115101066618,13813.5015674373143577,13813.501567437314387,2.12182897341515365768e-16
cache_blocked_2,2000,9,0,0.538392839953303337097,9.13834609917253892775,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,1,0.523368046851828694344,9.38535204535534894887,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,2,0.522204820998013019562,9.44790046499657876211,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,3,0.525688251946121454239,9.44692420945154509582,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,4,0.515605579828843474388,9.55672564783311173642,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,5,0.51708658318966627121,9.59361911204631034877,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,6,0.512792493915185332298,9.64704238225529486783,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,7,0.519888455979526042938,9.5413048758341645339,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,8,0.520107242977246642113,9.64628330185975535471,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,9,9,0.518384271068498492241,9.56588894714507631534,13813.5015674373143577,13813.5015674373143559,1.28595695358494161076e-17
cache_blocked_2,2000,10,0,0.526005731895565986633,9.35354847005074674371,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,1,0.533231687033548951149,9.21174320363560816816,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,2,0.544962191022932529449,9.0533604943667853604,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,3,0.522288884036242961884,9.50841043285436882115,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,4,0.530316421994939446449,9.29162451801877686819,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,5,0.540300770895555615425,9.18142633564751164954,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,6,0.534594375872984528542,9.25361572318062641784,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,7,0.552283508935943245888,8.98164471628770400002,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,8,0.539318975992500782013,9.30266138675137455039,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,10,9,0.531683970009908080101,9.32660499223927885737,13813.5015674373143577,13813.5015674373143746,1.22165910590569453026e-16
cache_blocked_2,2000,11,0,0.557811229955404996872,8.82022419879039176749,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,1,0.55292998114600777626,8.88357212754823244438,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,2,0.556257297983393073082,8.86952708578733783895,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,3,0.546266199089586734772,9.09105685508401784034,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,4,0.545499506173655390739,9.033007387081925188,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,5,0.547988015925511717796,9.05262812854181397881,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,6,0.550715212011709809303,8.98273883525301464203,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,7,0.547369939042255282402,9.06227015061639740168,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,8,0.546073236968368291855,9.18759879345331853528,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,11,9,0.547201845096424221992,9.06211558572906383802,13813.5015674373143577,13813.5015674373143657,5.78680629113223724834e-17
cache_blocked_2,2000,12,0,0.446579957148060202599,11.0171090978417982598,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,1,0.450510830152779817581,10.9031637870473865348,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,2,0.434164518024772405624,11.3637549046536214803,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,3,0.431119281100109219551,11.5191718200627235547,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,4,0.445000039879232645035,11.0730351176000638702,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,5,0.447634351905435323715,11.0821068712775687715,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,6,0.440768378786742687225,11.223425182448627524,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,7,0.442236489150673151016,11.2166553000951001451,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,8,0.434734473936259746552,11.5406118306673111107,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,12,9,0.440223081968724727631,11.2643034227367060396,13813.5015674373143577,13813.5015674373143932,2.57191390716988322146e-16
cache_blocked_2,2000,13,0,0.467769197886809706688,10.5180506348779214676,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,1,0.475175184197723865509,10.3372262111872590395,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,2,0.460781065048649907112,10.7073392232592539131,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,3,0.46874469192698597908,10.5945457291868994076,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,4,0.469077761052176356316,10.5046571763782186082,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,5,0.46980181313119828701,10.5592008979449332173,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,6,0.463792852126061916351,10.6662508907264808045,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,7,0.466456432826817035675,10.6342498695242948514,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,8,0.479299735045060515404,10.4675664229942775307,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,13,9,0.459606043063104152679,10.7892540662420319819,13813.5015674373143577,13813.5015674373143471,7.71574172150964966425e-17
cache_blocked_2,2000,14,0,0.478635082021355628967,10.2792718160809073424,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,1,0.492888263193890452385,9.96573409389986686335,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,2,0.489945153938606381416,10.0699825918654060075,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,3,0.492086132988333702087,10.0920077624943242967,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,4,0.488220280967652797699,10.0927824201605531584,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,5,0.482029183069244027138,10.2913514395216445507,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,6,0.474758832016959786415,10.4198818189136162005,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,7,0.484462545951828360558,10.2390046482986054599,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,8,0.487823047908022999763,10.2846756310982723193,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,14,9,0.481725827092304825783,10.2938353937121096493,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,15,0,0.498032964067533612251,9.87890453801876589068,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,1,0.499578861985355615616,9.83226822182566984054,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,2,0.507003447972238063812,9.73117478956620196584,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,3,0.501706184819340705872,9.8984968178583123688,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,4,0.499701280146837234497,9.86089342710554106475,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,5,0.50005778484046459198,9.92031696627570447333,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,6,0.503079978050664067268,9.83328921431253810681,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,7,0.502935397904366254807,9.86292529934545569859,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,8,0.521752337925136089325,9.61586838893592243949,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,15,9,0.50148190697655081749,9.88830563974839549246,13813.5015674373143577,13813.5015674373143257,2.31472251645289489933e-16
cache_blocked_2,2000,16,0,0.415473127039149403572,11.8419695248932157483,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,1,0.419719015015289187431,11.7030517876716029235,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,2,0.433383336057886481285,11.3842382958434491513,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,3,0.432269491022452712059,11.4885208812391752531,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,4,0.435111668193712830544,11.3246815222671433077,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,5,0.430892708944156765938,11.5126843042359574554,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,6,0.425807761028409004211,11.6177565908013917806,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,7,0.427170543000102043152,11.6122573084964866297,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,8,0.429055089130997657776,11.6933744411919189332,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,16,9,0.433076339075341820717,11.4501900047818807593,13813.5015674373143577,13813.5015674373143613,2.57191390716988322152e-17
cache_blocked_2,2000,17,0,0.465754036093130707741,10.5635587188468349495,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,1,0.469989099074155092239,10.451292122882680502,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,2,0.468534478917717933655,10.5301517671168554102,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,3,0.463636891916394233704,10.7112638371098416457,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,4,0.473765714094042778015,10.4007126778660481392,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,5,0.469480511033907532692,10.5664273819298646373,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,6,0.465328132966533303261,10.6310591851921607542,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,7,0.453887509880587458611,10.9287304716368485202,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,8,0.45747444801963865757,10.966955279855001848,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,17,9,0.469012435059994459152,10.5728675794143782696,13813.5015674373143577,13813.5015674373143648,5.14382781433976644303e-17
cache_blocked_2,2000,18,0,0.478983937995508313179,10.2717851654888523427,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,1,0.471222501015290617943,10.4239363748783642194,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,2,0.474262873176485300064,10.4029631037439713737,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,3,0.473969343118369579315,10.4777601041884906863,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,4,0.479479835135862231255,10.2767639175481644287,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,5,0.471464673988521099091,10.5219584854662659978,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,6,0.462973522022366523743,10.6851270899746921828,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,7,0.473647955106571316719,10.4727872388074576548,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,8,0.471499945968389511108,10.6407261676422066898,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,18,9,0.471807716879993677139,10.5102273480815089357,13813.5015674373143577,13813.5015674373143479,7.07276324471717885894e-17
cache_blocked_2,2000,19,0,0.490090808132663369179,10.0389969107069791932,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,1,0.498783295042812824249,9.84795083919726366162,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,2,0.492232046788558363914,10.0231978054242851783,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,3,0.485615540063008666039,10.2264788999333120501,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,4,0.48504763701930642128,10.1587982145350430585,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,5,0.488190942909568548203,10.1614579277232142118,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,6,0.495534053072333335876,9.9830292013858379363,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,7,0.487735039088875055313,10.1703053141184316388,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,8,0.482296793954446911812,10.4025195190942856271,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,19,9,0.483233741950243711472,10.2617138219180734637,13813.5015674373143577,13813.5015674373143506,5.14382781433976644303e-17
cache_blocked_2,2000,20,0,0.426263991976156830788,11.542190289169198536,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,1,0.431999436113983392715,11.3703698624699391928,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,2,0.425173352006822824478,11.6040649016296075757,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,3,0.421686317073181271553,11.7768513534012377875,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,4,0.420285345055162906647,11.7241800764417138936,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,5,0.422229509102180600166,11.7488986916605977484,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,6,0.429899143055081367493,11.5071895397296746211,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,7,0.411517753032967448235,12.0539496130315413325,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,8,0.415584673872217535973,12.0723937347371208517,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,20,9,0.430510302074253559113,11.51843833956085561,13813.5015674373143577,13813.501567437314371,9.64467715188706208076e-17
cache_blocked_2,2000,21,0,0.454720513895153999329,10.8198771739251586865,13813.5015674373143577,13813.5015674373143568,6.42978476792470805379e-18
cache_blocked_2,2000,21,1,0.454383094096556305885,10.8102467561230319859,13813.5015674373143577,13813.5015674373143568,6.42978476792470805379e-18
cache_blocked_2,2000,21,2,0.45721643790602684021,10.7908175693032060138,13813.5015674373143577,13813.5015674373143568,6.42978476792470805379e-18
