method,n,repeat,elapsed_seconds,logdet_library,logdet_factor,relative_difference_percent
contiguous_access,3201,8,1.74762527900747954845,,,
contiguous_access,3201,9,1.7298305960139259696,,,
contiguous_access,3401,0,2.10831335801049135625,,,
contiguous_access,3401,1,2.1053451889893040061,,,
contiguous_access,3401,2,2.30834732798393815756,,,
contiguous_access,3401,3,2.26977956001064740121,,,
contiguous_access,3401,4,2.21246997700654901564,,,
contiguous_access,3401,5,2.2624003379896748811,,,
contiguous_access,3401,6,2.21115138797904364765,,,
contiguous_access,3401,7,2.26341491498169489205,,,
contiguous_access,3401,8,2.21263974098837934434,,,
contiguous_access,3401,9,2.25926110698492266238,,,
contiguous_access,3601,0,2.59716808900702744722,,,
contiguous_access,3601,1,2.62124205697909928858,,,
contiguous_access,3601,2,2.60046103299828246236,,,
contiguous_access,3601,3,2.62131908599985763431,,,
contiguous_access,3601,4,2.5990057669987436384,,,
contiguous_access,3601,5,2.62913288999698124826,,,
contiguous_access,3601,6,2.6047533700184430927,,,
contiguous_access,3601,7,2.63678535199142061174,,,
contiguous_access,3601,8,2.60253571701468899846,,,
contiguous_access,3601,9,2.62483209601487033069,,,
contiguous_access,3801,0,3.50133199198171496391,,,
contiguous_access,3801,1,3.54351576999761164188,,,
contiguous_access,3801,2,3.50347640700056217611,,,
contiguous_access,3801,3,3.55197559000225737691,,,
contiguous_access,3801,4,3.50717928798985667527,,,
contiguous_access,3801,5,3.5519237109983805567,,,
contiguous_access,3801,6,3.51356219800072722137,,,
contiguous_access,3801,7,3.55612102200393564999,,,
contiguous_access,3801,8,3.50054316100431606174,,,
contiguous_access,3801,9,3.54930472202249802649,,,
contiguous_access,4001,0,3.9113101589900907129,,,
contiguous_access,4001,1,4.12475785397691652179,,,
contiguous_access,4001,2,4.05150301600224338472,,,
contiguous_access,4001,3,4.10334804200101643801,,,
contiguous_access,4001,4,4.10108042100910097361,,,
contiguous_access,4001,5,4.1062652739929035306,,,
contiguous_access,4001,6,4.04909600599785335362,,,
contiguous_access,4001,7,4.09217558600357733667,,,
contiguous_access,4001,8,4.07930268801283091307,,,
contiguous_access,4001,9,4.10923060198547318578,,,
contiguous_access,4201,0,5.28990530097507871687,,,
contiguous_access,4201,1,5.2958206839975900948,,,
contiguous_access,4201,2,5.27877180601353757083,,,
contiguous_access,4201,3,5.70802842901321128011,,,
contiguous_access,4201,4,6.62251855499926023185,,,
contiguous_access,4201,5,6.36870158597594127059,,,
contiguous_access,4201,6,6.28109799401136115193,,,
contiguous_access,4201,7,6.41101685600006021559,,,
contiguous_access,4201,8,6.31015109998406842351,,,
contiguous_access,4201,9,6.25930627700290642679,,,
contiguous_access,4401,0,7.60054200299782678485,,,
contiguous_access,4401,1,7.79765348599175922573,,,
contiguous_access,4401,2,7.71387358801439404488,,,
contiguous_access,4401,3,7.86438774500857107341,,,
contiguous_access,4401,4,7.73782014398602768779,,,
contiguous_access,4401,5,7.76457197300624102354,,,
contiguous_access,4401,6,7.72393232400645501912,,,
contiguous_access,4401,7,7.77112338098231703043,,,
contiguous_access,4401,8,7.69135437300428748131,,,
contiguous_access,4401,9,7.86519677398609928787,,,
contiguous_access,4601,0,8.78460689500207081437,,,
contiguous_access,4601,1,9.1016188819776289165,,,
contiguous_access,4601,2,9.14908948601805604994,,,
contiguous_access,4601,3,9.33978008199483156204,,,
contiguous_access,4601,4,9.45858348501496948302,,,
contiguous_access,4601,5,9.33680165201076306403,,,
contiguous_access,4601,6,9.366694911994272843,,,
contiguous_access,4601,7,9.15576074598357081413,,,
contiguous_access,4601,8,9.00711982298525981605,,,
contiguous_access,4601,9,9.26547852202202193439,,,
contiguous_access,4801,0,10.9527497309900354594,,,
contiguous_access,4801,1,10.9118448900117073208,,,
contiguous_access,4801,2,10.9195877400052268058,,,
contiguous_access,4801,3,10.9554068839934188873,,,
contiguous_access,4801,4,10.3464408350118901581,,,
contiguous_access,4801,5,10.7509908759966492653,,,
contiguous_access,4801,6,10.9078558920009527355,,,
contiguous_access,4801,7,10.7914454459969419986,,,
contiguous_access,4801,8,10.6844965939817484468,,,
contiguous_access,4801,9,10.7579746340052224696,,,
