method,n,threads,elapsed_median,elapsed_mean,elapsed_error
openmp_row_parallel_unblocked,5000,42,1.166231509,1.155582724,0.01333372
openmp_row_parallel_unblocked,5000,43,1.126277791,1.135848956,0.011997039
openmp_row_parallel_unblocked,5000,44,1.150533359,1.140885806,0.012711953
openmp_row_parallel_unblocked,5000,45,1.366502434,1.371354748,0.007626773
openmp_row_parallel_unblocked,5000,46,1.158427961,1.149894291,0.011542635
openmp_row_parallel_unblocked,5000,47,1.136226635,1.14461211,0.010628115
openmp_row_parallel_unblocked,5000,48,1.112519744,1.105163152,0.009258193
openmp_row_parallel_unblocked,5000,49,1.103402383,1.112866999,0.012742347
openmp_row_parallel_unblocked,5000,50,1.142792108,1.13632942,0.009218022
openmp_row_parallel_unblocked,5000,51,1.36651727,1.368735221,0.004738801
openmp_row_parallel_unblocked,5000,52,1.126496018,1.11931379,0.008835897
openmp_row_parallel_unblocked,5000,53,1.154906734,1.160171916,0.0079332
openmp_row_parallel_unblocked,5000,54,1.149625524,1.142834822,0.008959436
openmp_row_parallel_unblocked,5000,55,1.202462155,1.207333692,0.007814726
openmp_row_parallel_unblocked,5000,56,1.173453575,1.16777918,0.007583961
openmp_row_parallel_unblocked,5000,57,1.390133374,1.389772662,0.001551262
openmp_row_parallel_unblocked,5000,58,1.168097083,1.164202988,0.006415355
openmp_row_parallel_unblocked,5000,59,1.210164535,1.213763041,0.005828507
openmp_row_parallel_unblocked,5000,60,1.246516719,1.245627891,0.00329737
openmp_row_parallel_unblocked,5000,61,1.212779708,1.218371709,0.007856855
openmp_row_parallel_unblocked,5000,62,1.238446948,1.235893986,0.004121983
openmp_row_parallel_unblocked,5000,63,1.45512012,1.45559775,0.001553939
openmp_row_parallel_unblocked,5000,64,1.474952468,1.475161124,0.002682872
openmp_row_parallel_unblocked,5000,65,1.297910621,1.300759094,0.004070441
openmp_row_parallel_unblocked,5000,66,1.501676955,1.501788769,0.000496995
openmp_row_parallel_unblocked,5000,67,1.283889936,1.284797234,0.001958168
openmp_row_parallel_unblocked,5000,68,1.518685004,1.518892176,0.00055427
openmp_row_parallel_unblocked,5000,69,1.550312098,1.550699501,0.001669381
openmp_row_parallel_unblocked,5000,70,1.34323902,1.343408973,0.001351678
openmp_row_parallel_unblocked,5000,71,1.603145478,1.600516685,0.004348364
openmp_row_parallel_unblocked,5000,72,1.575740033,1.576449097,0.001333566
openmp_row_parallel_unblocked,5000,73,1.398967024,1.399087897,0.000497183
openmp_row_parallel_unblocked,5000,74,1.608732979,1.61314997,0.006109258
openmp_row_parallel_unblocked,5000,75,1.614653743,1.615405782,0.001217152
openmp_row_parallel_unblocked,5000,76,1.475752752,1.475737857,0.001861182
openmp_tile_parallel_blocked,5000,1,3.768032815,3.771348312,0.005959633
openmp_tile_parallel_blocked,5000,2,1.975497463,1.976267939,0.003557336
openmp_tile_parallel_blocked,5000,3,1.339379937,1.338812153,0.001120275
openmp_tile_parallel_blocked,5000,4,1.026860257,1.027531289,0.001952763
openmp_tile_parallel_blocked,5000,5,0.836586626,0.836638281,0.000395378
openmp_tile_parallel_blocked,5000,6,0.711420544,0.711887098,0.001045884
openmp_tile_parallel_blocked,5000,7,0.622127576,0.622135778,0.000187604
openmp_tile_parallel_blocked,5000,8,0.554974925,0.555235235,0.000726413
openmp_tile_parallel_blocked,5000,9,0.502430349,0.50262858,0.000529559
openmp_tile_parallel_blocked,5000,10,0.460463369,0.46055819,0.000220502
openmp_tile_parallel_blocked,5000,11,0.42596335,0.425962426,8.37E-05
openmp_tile_parallel_blocked,5000,12,0.397509943,0.397544383,0.000121267
openmp_tile_parallel_blocked,5000,13,0.3736073,0.3737087,0.000213853
openmp_tile_parallel_blocked,5000,14,0.35291811,0.352928149,8.64E-05
openmp_tile_parallel_blocked,5000,15,0.335309164,0.33538234,0.00013104
openmp_tile_parallel_blocked,5000,16,0.319579811,0.319685926,0.000220637
openmp_tile_parallel_blocked,5000,17,0.30625457,0.306288517,0.00019874
openmp_tile_parallel_blocked,5000,18,0.294481169,0.294500999,9.80E-05
openmp_tile_parallel_blocked,5000,19,0.283301116,0.283330791,0.000123236
openmp_tile_parallel_blocked,5000,20,0.273750582,0.27374753,0.000103458
openmp_tile_parallel_blocked,5000,21,0.265510768,0.265469712,9.45E-05
openmp_tile_parallel_blocked,5000,22,0.256776219,0.256807801,0.000143917
openmp_tile_parallel_blocked,5000,23,0.250355876,0.250324885,0.000253081
openmp_tile_parallel_blocked,5000,24,0.243529724,0.243598889,0.000153718
openmp_tile_parallel_blocked,5000,25,0.237666839,0.23770792,0.000229481
openmp_tile_parallel_blocked,5000,26,0.232640818,0.232709669,0.000284206
openmp_tile_parallel_blocked,5000,27,0.22679288,0.226865557,0.000228067
openmp_tile_parallel_blocked,5000,28,0.22322809,0.223217602,0.000389742
openmp_tile_parallel_blocked,5000,29,0.219353763,0.219353538,0.000106885
openmp_tile_parallel_blocked,5000,30,0.215013717,0.214969611,0.000250011
openmp_tile_parallel_blocked,5000,31,0.212123673,0.211881517,0.000467575
openmp_tile_parallel_blocked,5000,32,0.20942192,0.209282317,0.000350066
openmp_tile_parallel_blocked,5000,33,0.207275413,0.20729989,0.000353716
openmp_tile_parallel_blocked,5000,34,0.203787378,0.203860601,0.000290338
openmp_tile_parallel_blocked,5000,35,0.202393607,0.20232521,0.000200758
openmp_tile_parallel_blocked,5000,36,0.199340966,0.199326106,0.000251714
openmp_tile_parallel_blocked,5000,37,0.198756709,0.198823275,0.000216866
openmp_tile_parallel_blocked,5000,38,0.195925048,0.196212234,0.000578484
openmp_tile_parallel_blocked,5000,39,0.197247043,0.19705395,0.000703285
openmp_tile_parallel_blocked,5000,40,0.193312494,0.193338403,0.000660473
openmp_tile_parallel_blocked,5000,41,0.194580058,0.194579544,0.000421902
openmp_tile_parallel_blocked,5000,42,0.19335868,0.193151102,0.000534001
openmp_tile_parallel_blocked,5000,43,0.193146539,0.193330454,0.000748387
openmp_tile_parallel_blocked,5000,44,0.189535605,0.189915283,0.000854925
openmp_tile_parallel_blocked,5000,45,0.192165068,0.192419476,0.001232794
openmp_tile_parallel_blocked,5000,46,0.18878892,0.189594107,0.001503561
openmp_tile_parallel_blocked,5000,47,0.191586042,0.191987326,0.001015082
openmp_tile_parallel_blocked,5000,48,0.189393346,0.189034289,0.000785414
openmp_tile_parallel_blocked,5000,49,0.190497336,0.190999889,0.002436129
openmp_tile_parallel_blocked,5000,50,0.187955594,0.187967511,0.000899793
openmp_tile_parallel_blocked,5000,51,0.189253416,0.189460584,0.001182481
openmp_tile_parallel_blocked,5000,52,0.187842186,0.187469801,0.000968456
openmp_tile_parallel_blocked,5000,53,0.190138166,0.19039283,0.000760636
openmp_tile_parallel_blocked,5000,54,0.187524249,0.187548679,0.002081274
openmp_tile_parallel_blocked,5000,55,0.189357965,0.189478985,0.000307352
openmp_tile_parallel_blocked,5000,56,0.188559869,0.187774802,0.001149374
openmp_tile_parallel_blocked,5000,57,0.189206215,0.189534611,0.001011457
openmp_tile_parallel_blocked,5000,58,0.188110402,0.188720706,0.000892662
openmp_tile_parallel_blocked,5000,59,0.19055924,0.1907435,0.001343684
openmp_tile_parallel_blocked,5000,60,0.186525664,0.187267127,0.001302943
openmp_tile_parallel_blocked,5000,61,0.189949871,0.190048969,0.000976944
openmp_tile_parallel_blocked,5000,62,0.186989563,0.187113606,0.001191597
openmp_tile_parallel_blocked,5000,63,0.19002917,0.190496943,0.00079305
openmp_tile_parallel_blocked,5000,64,0.19010921,0.190079808,0.001142354
openmp_tile_parallel_blocked,5000,65,0.194084307,0.194184742,0.000828022
openmp_tile_parallel_blocked,5000,66,0.189922073,0.1900211,0.00038469
openmp_tile_parallel_blocked,5000,67,0.190723361,0.190711529,0.000416396
openmp_tile_parallel_blocked,5000,68,0.190607866,0.190663218,0.000625786
openmp_tile_parallel_blocked,5000,69,0.191915431,0.191722325,0.000693577
openmp_tile_parallel_blocked,5000,70,0.191289431,0.19111155,0.000771184
openmp_tile_parallel_blocked,5000,71,0.195363346,0.195314648,0.000328645
openmp_tile_parallel_blocked,5000,72,0.191002629,0.191548819,0.000910919
openmp_tile_parallel_blocked,5000,73,0.191757699,0.193100549,0.003174351
openmp_tile_parallel_blocked,5000,74,0.195640072,0.195377812,0.00097151
openmp_tile_parallel_blocked,5000,75,0.191380472,0.191258012,0.000709821
openmp_tile_parallel_blocked,5000,76,0.192372575,0.192630096,0.000981787
openmp_block_row_parallel,5000,1,4.241934818,4.239000796,0.00654822
openmp_block_row_parallel,5000,2,3.240324807,3.24224339,0.006119721
openmp_block_row_parallel,5000,3,2.453612162,2.457015585,0.008407003
openmp_block_row_parallel,5000,4,1.966080406,1.967951744,0.005700631
openmp_block_row_parallel,5000,5,1.652036009,1.653282111,0.005713496
openmp_block_row_parallel,5000,6,1.429686764,1.431881662,0.006541105
openmp_block_row_parallel,5000,7,1.270245102,1.273594221,0.006605574
openmp_block_row_parallel,5000,8,1.143770308,1.145830386,0.006390517
openmp_block_row_parallel,5000,9,1.050188448,1.054051482,0.006282794
openmp_block_row_parallel,5000,10,0.964643101,0.964226738,0.003779272
openmp_block_row_parallel,5000,11,0.898443437,0.899431346,0.001634612
openmp_block_row_parallel,5000,12,0.84562151,0.846335103,0.002906082
openmp_block_row_parallel,5000,13,0.79630379,0.796185019,0.001571291
openmp_block_row_parallel,5000,14,0.749847044,0.750543711,0.002144821
openmp_block_row_parallel,5000,15,0.716528186,0.716886208,0.002298776
openmp_block_row_parallel,5000,16,0.682561361,0.683239621,0.002086621
openmp_block_row_parallel,5000,17,0.657224574,0.657452468,0.00214697
openmp_block_row_parallel,5000,18,0.633806035,0.633704991,0.001199539
openmp_block_row_parallel,5000,19,0.610013201,0.609589813,0.001731872
openmp_block_row_parallel,5000,20,0.586755763,0.587773056,0.001725703
openmp_block_row_parallel,5000,21,0.576949232,0.577053064,0.00134016
openmp_block_row_parallel,5000,22,0.553773105,0.554328315,0.001567091
openmp_block_row_parallel,5000,23,0.540487837,0.54097834,0.002339057
openmp_block_row_parallel,5000,24,0.535817034,0.53592911,0.002941539
openmp_block_row_parallel,5000,25,0.513794367,0.514100127,0.002478137
openmp_block_row_parallel,5000,26,0.500691917,0.501407924,0.002226522
openmp_block_row_parallel,5000,27,0.491471957,0.491326659,0.00291962
openmp_block_row_parallel,5000,28,0.483254033,0.481656831,0.002252066
openmp_block_row_parallel,5000,29,0.475075317,0.474847989,0.001698291
openmp_block_row_parallel,5000,30,0.463119517,0.463349261,0.002078436
openmp_block_row_parallel,5000,31,0.454087489,0.453303483,0.001745399
openmp_block_row_parallel,5000,32,0.443848728,0.443880538,0.002142461
openmp_block_row_parallel,5000,33,0.441825625,0.439973401,0.003060524
openmp_block_row_parallel,5000,34,0.4355516,0.435607152,0.000837915
openmp_block_row_parallel,5000,35,0.429388689,0.429681042,0.001716075
openmp_block_row_parallel,5000,36,0.429099239,0.429090262,0.002109678
openmp_block_row_parallel,5000,37,0.424315081,0.423740639,0.001563021
openmp_block_row_parallel,5000,38,0.416263955,0.416635344,0.003211846
openmp_block_row_parallel,5000,39,0.408251622,0.408612745,0.00168755
openmp_block_row_parallel,5000,40,0.40581537,0.406769119,0.00203331
openmp_block_row_parallel,5000,41,0.404886185,0.404846437,0.000831616
openmp_block_row_parallel,5000,42,0.39930123,0.39928147,0.001252314
openmp_block_row_parallel,5000,43,0.395971049,0.395806918,0.002077947
openmp_block_row_parallel,5000,44,0.394190217,0.394112552,0.001138709
openmp_block_row_parallel,5000,45,0.390745639,0.390312875,0.00136215
openmp_block_row_parallel,5000,46,0.38416814,0.384896613,0.001419426
openmp_block_row_parallel,5000,47,0.382598112,0.382517902,0.002183666
openmp_block_row_parallel,5000,48,0.379766688,0.379832111,0.001145853
openmp_block_row_parallel,5000,49,0.37332995,0.37298078,0.001149268
openmp_block_row_parallel,5000,50,0.372080496,0.371803891,0.001951051
openmp_block_row_parallel,5000,51,0.365977054,0.366793292,0.002240786
openmp_block_row_parallel,5000,52,0.363233739,0.363479818,0.000860027
openmp_block_row_parallel,5000,53,0.362192104,0.362231899,0.000649144
openmp_block_row_parallel,5000,54,0.360971485,0.360354312,0.001316845
openmp_block_row_parallel,5000,55,0.361055169,0.360630648,0.000904028
openmp_block_row_parallel,5000,56,0.359288114,0.359641279,0.001654549
openmp_block_row_parallel,5000,57,0.358559858,0.358771329,0.000968053
openmp_block_row_parallel,5000,58,0.356176874,0.357167362,0.002264587
openmp_block_row_parallel,5000,59,0.35932108,0.358754261,0.00179703
openmp_block_row_parallel,5000,60,0.358497531,0.3584943,0.001120731
openmp_block_row_parallel,5000,61,0.356646707,0.356593663,0.000503717
openmp_block_row_parallel,5000,62,0.357680524,0.35786345,0.000746208
openmp_block_row_parallel,5000,63,0.358071033,0.358043058,0.001039346
openmp_block_row_parallel,5000,64,0.356930234,0.357755309,0.001485593
openmp_block_row_parallel,5000,65,0.360733758,0.360845019,0.001241551
openmp_block_row_parallel,5000,66,0.361152102,0.360942328,0.000573471
openmp_block_row_parallel,5000,67,0.360701399,0.361106635,0.001246364
openmp_block_row_parallel,5000,68,0.359739961,0.360152987,0.001005121
openmp_block_row_parallel,5000,69,0.35834323,0.358014085,0.000631279
openmp_block_row_parallel,5000,70,0.355028292,0.355513299,0.000926115
openmp_block_row_parallel,5000,71,0.353377747,0.353475437,0.000859173
openmp_block_row_parallel,5000,72,0.350709977,0.351245459,0.000839743
openmp_block_row_parallel,5000,73,0.348552858,0.34874988,0.000942888
openmp_block_row_parallel,5000,74,0.347029296,0.347221688,0.000690476
openmp_block_row_parallel,5000,75,0.346729613,0.346758151,0.000283572
openmp_block_row_parallel,5000,76,0.341187804,0.341520308,0.000974106
openmp_tile_list_parallel,5000,1,4.521935565,4.526327188,0.011881318
openmp_tile_list_parallel,5000,2,13.35843726,13.35892135,0.005942872
openmp_tile_list_parallel,5000,3,4.976438632,4.975656543,0.002118244
openmp_tile_list_parallel,5000,4,6.8205434,6.820212296,0.017636901
openmp_tile_list_parallel,5000,5,4.341781264,4.338807102,0.005106782
openmp_tile_list_parallel,5000,6,4.103464562,4.102555964,0.006516865
openmp_tile_list_parallel,5000,7,3.483942206,3.484209018,0.004374045
openmp_tile_list_parallel,5000,8,3.281000698,3.281801373,0.005276389
openmp_tile_list_parallel,5000,9,2.91325622,2.913358712,0.002792709
openmp_tile_list_parallel,5000,10,2.751315148,2.750719742,0.004225231
openmp_tile_list_parallel,5000,11,2.492533437,2.492045299,0.001392048
openmp_tile_list_parallel,5000,12,2.367569153,2.367508425,0.002740861
openmp_tile_list_parallel,5000,13,2.193875812,2.193936283,0.002175515
openmp_tile_list_parallel,5000,14,2.107646885,2.107511798,0.002452734
openmp_tile_list_parallel,5000,15,1.966083093,1.965780555,0.001115864
openmp_tile_list_parallel,5000,16,1.901303575,1.899255273,0.00462025
openmp_tile_list_parallel,5000,17,1.800249287,1.800666843,0.002264935
openmp_tile_list_parallel,5000,18,1.752925779,1.752090561,0.002382686
openmp_tile_list_parallel,5000,19,1.674249731,1.673140424,0.00180792
openmp_tile_list_parallel,5000,20,1.632023477,1.630761677,0.003468884
openmp_tile_list_parallel,5000,21,1.572393713,1.572302026,0.001052376
openmp_tile_list_parallel,5000,22,1.541919035,1.542419146,0.002123055
openmp_tile_list_parallel,5000,23,1.499065386,1.498622293,0.002252325
openmp_tile_list_parallel,5000,24,1.470419228,1.469886018,0.002720994
openmp_tile_list_parallel,5000,25,1.430651565,1.430011696,0.002091887
openmp_tile_list_parallel,5000,26,1.408000322,1.408324289,0.004079925
openmp_tile_list_parallel,5000,27,1.370518131,1.371837625,0.003670995
openmp_tile_list_parallel,5000,28,1.348924628,1.348202833,0.004729657
openmp_tile_list_parallel,5000,29,1.319788553,1.320377226,0.002529978
openmp_tile_list_parallel,5000,30,1.303464939,1.30534983,0.004042312
openmp_tile_list_parallel,5000,31,1.281207199,1.280479598,0.004976681
openmp_tile_list_parallel,5000,32,1.26103242,1.262586623,0.004124627
openmp_tile_list_parallel,5000,33,1.243528251,1.245984685,0.004771077
openmp_tile_list_parallel,5000,34,1.229477616,1.22817295,0.003557189
openmp_tile_list_parallel,5000,35,1.215135613,1.215944777,0.001045806
openmp_tile_list_parallel,5000,36,1.201672076,1.200309714,0.003951437
openmp_tile_list_parallel,5000,37,1.186968626,1.186465488,0.002757222
openmp_tile_list_parallel,5000,38,1.167409781,1.169129867,0.00289747
openmp_tile_list_parallel,5000,39,1.157226569,1.155918324,0.00487385
openmp_tile_list_parallel,5000,40,1.14887746,1.148302676,0.0037335
openmp_tile_list_parallel,5000,41,1.134842926,1.135668708,0.002395141
openmp_tile_list_parallel,5000,42,1.118183663,1.117907106,0.002948275
openmp_tile_list_parallel,5000,43,1.119333025,1.119712537,0.00293681
openmp_tile_list_parallel,5000,44,1.099675273,1.098927011,0.002682602
openmp_tile_list_parallel,5000,45,1.10124483,1.099013535,0.004490918
openmp_tile_list_parallel,5000,46,1.085051664,1.086409571,0.002320701
openmp_tile_list_parallel,5000,47,1.079339203,1.079221317,0.004576872
openmp_tile_list_parallel,5000,48,1.062773004,1.064754023,0.006793025
openmp_tile_list_parallel,5000,49,1.063676598,1.063042303,0.004737133
openmp_tile_list_parallel,5000,50,1.04844308,1.049852662,0.003050033
openmp_tile_list_parallel,5000,51,1.044871672,1.045829774,0.006917062
openmp_tile_list_parallel,5000,52,1.037082708,1.038420278,0.004430251
openmp_tile_list_parallel,5000,53,1.035582202,1.034068765,0.004899497
openmp_tile_list_parallel,5000,54,1.025828048,1.02532807,0.008011774
openmp_tile_list_parallel,5000,55,1.020347939,1.021523332,0.004143058
openmp_tile_list_parallel,5000,56,1.01198586,1.011411761,0.006476693
openmp_tile_list_parallel,5000,57,1.01608574,1.013474592,0.005764546
openmp_tile_list_parallel,5000,58,1.006863665,1.004857575,0.004655727
openmp_tile_list_parallel,5000,59,0.999713973,1.001843051,0.00834092
openmp_tile_list_parallel,5000,60,0.996656643,0.996056405,0.007155947
openmp_tile_list_parallel,5000,61,1.001675414,1.000155554,0.003518033
openmp_tile_list_parallel,5000,62,0.989008565,0.990869056,0.006988769
openmp_tile_list_parallel,5000,63,0.992773271,0.989137392,0.006116292
openmp_tile_list_parallel,5000,64,0.989116417,0.98934427,0.004755121
openmp_tile_list_parallel,5000,65,0.983746791,0.984421432,0.001166873
openmp_tile_list_parallel,5000,66,0.978063604,0.978522143,0.0043932
openmp_tile_list_parallel,5000,67,0.98741026,0.985340319,0.005743679
openmp_tile_list_parallel,5000,68,0.976496621,0.978082599,0.004292232
openmp_tile_list_parallel,5000,69,0.976600671,0.973590346,0.007357212
openmp_tile_list_parallel,5000,70,0.970046623,0.969853677,0.004266718
openmp_tile_list_parallel,5000,71,0.967500873,0.966955177,0.003293819
openmp_tile_list_parallel,5000,72,0.962355565,0.961493081,0.004283329
openmp_tile_list_parallel,5000,73,0.960330531,0.961775748,0.008055734
openmp_tile_list_parallel,5000,74,0.955618669,0.954004212,0.006341114
openmp_tile_list_parallel,5000,75,0.953054102,0.953812957,0.00410955
openmp_tile_list_parallel,5000,76,0.946307681,0.944806954,0.003052637
openmp_task_dag_blocked,5000,1,4.60074213,4.600806661,0.006005236
openmp_task_dag_blocked,5000,2,2.324949824,2.325814817,0.007220972
openmp_task_dag_blocked,5000,3,1.642164345,1.639701177,0.005766319
openmp_task_dag_blocked,5000,4,1.26256506,1.264005032,0.0046639
openmp_task_dag_blocked,5000,5,1.017631429,1.018487521,0.003339911
openmp_task_dag_blocked,5000,6,0.858441405,0.85738265,0.002611655
openmp_task_dag_blocked,5000,7,0.747223307,0.747446918,0.002306515
openmp_task_dag_blocked,5000,8,0.658790868,0.659222774,0.001647712
openmp_task_dag_blocked,5000,9,0.594083487,0.593704764,0.001258476
openmp_task_dag_blocked,5000,10,0.5415451,0.54134288,0.002297433
openmp_task_dag_blocked,5000,11,0.495109683,0.495332048,0.000643592
openmp_task_dag_blocked,5000,12,0.462849992,0.462784286,0.001562377
openmp_task_dag_blocked,5000,13,0.429711098,0.429309923,0.001155966
openmp_task_dag_blocked,5000,14,0.403895892,0.404210177,0.000764433
openmp_task_dag_blocked,5000,15,0.378310621,0.378483592,0.000951939
openmp_task_dag_blocked,5000,16,0.361853276,0.362589083,0.001293318
openmp_task_dag_blocked,5000,17,0.341950108,0.341587124,0.001219959
openmp_task_dag_blocked,5000,18,0.325973276,0.32626735,0.000803821
openmp_task_dag_blocked,5000,19,0.311372932,0.311408259,0.000646074
openmp_task_dag_blocked,5000,20,0.299627948,0.299431303,0.000487955
openmp_task_dag_blocked,5000,21,0.289204608,0.288883271,0.001038819
openmp_task_dag_blocked,5000,22,0.276361854,0.276858218,0.001018247
openmp_task_dag_blocked,5000,23,0.269130191,0.269005256,0.000625776
openmp_task_dag_blocked,5000,24,0.259414335,0.259512323,0.000786379
openmp_task_dag_blocked,5000,25,0.251488714,0.251531278,0.000922037
openmp_task_dag_blocked,5000,26,0.245404107,0.2448892,0.000965549
openmp_task_dag_blocked,5000,27,0.236177498,0.235918847,0.000760207
openmp_task_dag_blocked,5000,28,0.232506079,0.23269809,0.000693293
openmp_task_dag_blocked,5000,29,0.227871683,0.227735692,0.00085263
openmp_task_dag_blocked,5000,30,0.223256033,0.223188996,0.00054377
openmp_task_dag_blocked,5000,31,0.218159494,0.217914403,0.000603573
openmp_task_dag_blocked,5000,32,0.21356913,0.213868346,0.000749366
openmp_task_dag_blocked,5000,33,0.209777698,0.209515571,0.000718842
openmp_task_dag_blocked,5000,34,0.20646995,0.206309644,0.000475561
openmp_task_dag_blocked,5000,35,0.202337118,0.202655808,0.000608704
openmp_task_dag_blocked,5000,36,0.198160013,0.198002914,0.000568394
openmp_task_dag_blocked,5000,37,0.195416933,0.195254408,0.000556495
openmp_task_dag_blocked,5000,38,0.192520333,0.192467598,0.000659085
openmp_task_dag_blocked,5000,39,0.191501558,0.191326528,0.000627582
openmp_task_dag_blocked,5000,40,0.188182382,0.188466918,0.000622446
openmp_task_dag_blocked,5000,41,0.189253055,0.189029139,0.000683331
openmp_task_dag_blocked,5000,42,0.185921274,0.186066353,0.000244364
openmp_task_dag_blocked,5000,43,0.185482132,0.185648157,0.000650837
openmp_task_dag_blocked,5000,44,0.182789622,0.182980282,0.000553463
openmp_task_dag_blocked,5000,45,0.181723565,0.181763003,0.000351264
openmp_task_dag_blocked,5000,46,0.179696768,0.179774603,0.000505378
openmp_task_dag_blocked,5000,47,0.177133202,0.17703777,0.000635779
openmp_task_dag_blocked,5000,48,0.175996685,0.175962225,0.00046319
openmp_task_dag_blocked,5000,49,0.173792518,0.173614253,0.000528115
openmp_task_dag_blocked,5000,50,0.180611455,0.18067498,0.000574288
openmp_task_dag_blocked,5000,51,0.175826982,0.175913447,0.00030267
openmp_task_dag_blocked,5000,52,0.172342317,0.172028541,0.000666594
openmp_task_dag_blocked,5000,53,0.169574101,0.169583508,0.000505506
openmp_task_dag_blocked,5000,54,0.166263699,0.166412143,0.000510686
openmp_task_dag_blocked,5000,55,0.165936315,0.166044243,0.000599364
openmp_task_dag_blocked,5000,56,0.163662281,0.163527216,0.000454034
openmp_task_dag_blocked,5000,57,0.163558884,0.163487609,0.000284603
openmp_task_dag_blocked,5000,58,0.16449255,0.164453038,0.000305605
openmp_task_dag_blocked,5000,59,0.16481561,0.16506876,0.00051699
openmp_task_dag_blocked,5000,60,0.163318134,0.163195199,0.000336623
openmp_task_dag_blocked,5000,61,0.160937594,0.161150714,0.000555122
openmp_task_dag_blocked,5000,62,0.159848121,0.159930966,0.00033562
openmp_task_dag_blocked,5000,63,0.161042033,0.161070611,0.000315838
openmp_task_dag_blocked,5000,64,0.160936228,0.160999231,0.00040734
openmp_task_dag_blocked,5000,65,0.15919196,0.159465554,0.000556769
openmp_task_dag_blocked,5000,66,0.158739883,0.158806178,0.000248013
openmp_task_dag_blocked,5000,67,0.157852754,0.157983043,0.000416069
openmp_task_dag_blocked,5000,68,0.161896106,0.161885282,0.000357147
openmp_task_dag_blocked,5000,69,0.157151268,0.156977372,0.000570576
openmp_task_dag_blocked,5000,70,0.156734337,0.156704719,0.000220432
openmp_task_dag_blocked,5000,71,0.160128251,0.160201762,0.00021938
openmp_task_dag_blocked,5000,72,0.154497917,0.154624387,0.000285985
openmp_task_dag_blocked,5000,73,0.159051171,0.158783929,0.000632396
openmp_task_dag_blocked,5000,74,0.157983973,0.157764498,0.00050535
openmp_task_dag_blocked,5000,75,0.153788644,0.153494526,0.000639673
openmp_task_dag_blocked,5000,76,0.154496676,0.15451622,0.000353679
