method,n,threads,repeat,elapsed_seconds
openmp_row_parallel_unblocked,5000,22,4,1.362860469
openmp_row_parallel_unblocked,5000,23,0,1.463437792
openmp_row_parallel_unblocked,5000,23,1,1.483856627
openmp_row_parallel_unblocked,5000,23,2,1.462946808
openmp_row_parallel_unblocked,5000,23,3,1.48346181
openmp_row_parallel_unblocked,5000,23,4,1.463214646
openmp_row_parallel_unblocked,5000,24,0,1.475030056
openmp_row_parallel_unblocked,5000,24,1,1.456314838
openmp_row_parallel_unblocked,5000,24,2,1.476255661
openmp_row_parallel_unblocked,5000,24,3,1.455119708
openmp_row_parallel_unblocked,5000,24,4,1.475215833
openmp_row_parallel_unblocked,5000,25,0,1.296311609
openmp_row_parallel_unblocked,5000,25,1,1.317655933
openmp_row_parallel_unblocked,5000,25,2,1.296611628
openmp_row_parallel_unblocked,5000,25,3,1.318761125
openmp_row_parallel_unblocked,5000,25,4,1.296794642
openmp_row_parallel_unblocked,5000,26,0,1.464557961
openmp_row_parallel_unblocked,5000,26,1,1.443200158
openmp_row_parallel_unblocked,5000,26,2,1.462981242
openmp_row_parallel_unblocked,5000,26,3,1.44251117
openmp_row_parallel_unblocked,5000,26,4,1.463471141
openmp_row_parallel_unblocked,5000,27,0,1.436804887
openmp_row_parallel_unblocked,5000,27,1,1.455711891
openmp_row_parallel_unblocked,5000,27,2,1.435405227
openmp_row_parallel_unblocked,5000,27,3,1.455375855
openmp_row_parallel_unblocked,5000,27,4,1.435242523
openmp_row_parallel_unblocked,5000,28,0,1.279078525
openmp_row_parallel_unblocked,5000,28,1,1.253823884
openmp_row_parallel_unblocked,5000,28,2,1.278753295
openmp_row_parallel_unblocked,5000,28,3,1.253107954
openmp_row_parallel_unblocked,5000,28,4,1.278412883
openmp_row_parallel_unblocked,5000,29,0,1.410041399
openmp_row_parallel_unblocked,5000,29,1,1.434063567
openmp_row_parallel_unblocked,5000,29,2,1.410089564
openmp_row_parallel_unblocked,5000,29,3,1.433914843
openmp_row_parallel_unblocked,5000,29,4,1.409239086
openmp_row_parallel_unblocked,5000,30,0,1.413623644
openmp_row_parallel_unblocked,5000,30,1,1.390765055
openmp_row_parallel_unblocked,5000,30,2,1.414295828
openmp_row_parallel_unblocked,5000,30,3,1.38836802
openmp_row_parallel_unblocked,5000,30,4,1.41425566
openmp_row_parallel_unblocked,5000,31,0,1.21791118
openmp_row_parallel_unblocked,5000,31,1,1.245793863
openmp_row_parallel_unblocked,5000,31,2,1.216377952
openmp_row_parallel_unblocked,5000,31,3,1.244696313
openmp_row_parallel_unblocked,5000,31,4,1.217379137
openmp_row_parallel_unblocked,5000,32,0,1.39667245
openmp_row_parallel_unblocked,5000,32,1,1.366322189
openmp_row_parallel_unblocked,5000,32,2,1.394550313
openmp_row_parallel_unblocked,5000,32,3,1.368669832
openmp_row_parallel_unblocked,5000,32,4,1.394049795
openmp_row_parallel_unblocked,5000,33,0,1.183334239
openmp_row_parallel_unblocked,5000,33,1,1.213413218
openmp_row_parallel_unblocked,5000,33,2,1.18350625
openmp_row_parallel_unblocked,5000,33,3,1.213289732
openmp_row_parallel_unblocked,5000,33,4,1.183338289
openmp_row_parallel_unblocked,5000,34,0,1.316549637
openmp_row_parallel_unblocked,5000,34,1,1.283074572
openmp_row_parallel_unblocked,5000,34,2,1.316305446
openmp_row_parallel_unblocked,5000,34,3,1.284443889
openmp_row_parallel_unblocked,5000,34,4,1.316940283
openmp_row_parallel_unblocked,5000,35,0,1.198229641
openmp_row_parallel_unblocked,5000,35,1,1.229318485
openmp_row_parallel_unblocked,5000,35,2,1.198143423
openmp_row_parallel_unblocked,5000,35,3,1.228646015
openmp_row_parallel_unblocked,5000,35,4,1.197138691
openmp_row_parallel_unblocked,5000,36,0,1.191131111
openmp_row_parallel_unblocked,5000,36,1,1.160445579
openmp_row_parallel_unblocked,5000,36,2,1.191325611
openmp_row_parallel_unblocked,5000,36,3,1.160088175
openmp_row_parallel_unblocked,5000,36,4,1.190460883
openmp_row_parallel_unblocked,5000,37,0,1.165639646
openmp_row_parallel_unblocked,5000,37,1,1.198811008
openmp_row_parallel_unblocked,5000,37,2,1.164679417
openmp_row_parallel_unblocked,5000,37,3,1.199615724
openmp_row_parallel_unblocked,5000,37,4,1.164697483
openmp_row_parallel_unblocked,5000,38,0,1.1944256
openmp_row_parallel_unblocked,5000,38,1,1.16535041
openmp_row_parallel_unblocked,5000,38,2,1.194348099
openmp_row_parallel_unblocked,5000,38,3,1.163695699
openmp_row_parallel_unblocked,5000,38,4,1.19496907
openmp_row_parallel_unblocked,5000,39,0,1.349803536
openmp_row_parallel_unblocked,5000,39,1,1.371781528
openmp_row_parallel_unblocked,5000,39,2,1.350192049
openmp_row_parallel_unblocked,5000,39,3,1.371042851
openmp_row_parallel_unblocked,5000,39,4,1.350235541
openmp_row_parallel_unblocked,5000,40,0,1.155141897
openmp_row_parallel_unblocked,5000,40,1,1.124336853
openmp_row_parallel_unblocked,5000,40,2,1.155775636
openmp_row_parallel_unblocked,5000,40,3,1.124476127
openmp_row_parallel_unblocked,5000,40,4,1.154606358
openmp_row_parallel_unblocked,5000,41,0,1.15685111
openmp_row_parallel_unblocked,5000,41,1,1.18499267
openmp_row_parallel_unblocked,5000,41,2,1.156490683
openmp_row_parallel_unblocked,5000,41,3,1.183117342
openmp_row_parallel_unblocked,5000,41,4,1.156104165
openmp_row_parallel_unblocked,5000,42,0,1.166231509
openmp_row_parallel_unblocked,5000,42,1,1.138576272
openmp_row_parallel_unblocked,5000,42,2,1.166369509
openmp_row_parallel_unblocked,5000,42,3,1.139948754
openmp_row_parallel_unblocked,5000,42,4,1.166787574
openmp_row_parallel_unblocked,5000,43,0,1.125864968
openmp_row_parallel_unblocked,5000,43,1,1.150634276
openmp_row_parallel_unblocked,5000,43,2,1.126277791
openmp_row_parallel_unblocked,5000,43,3,1.15044813
openmp_row_parallel_unblocked,5000,43,4,1.126019615
openmp_row_parallel_unblocked,5000,44,0,1.150788577
openmp_row_parallel_unblocked,5000,44,1,1.125808785
openmp_row_parallel_unblocked,5000,44,2,1.152424254
openmp_row_parallel_unblocked,5000,44,3,1.124874053
openmp_row_parallel_unblocked,5000,44,4,1.150533359
openmp_row_parallel_unblocked,5000,45,0,1.365219657
openmp_row_parallel_unblocked,5000,45,1,1.380653064
openmp_row_parallel_unblocked,5000,45,2,1.363780005
openmp_row_parallel_unblocked,5000,45,3,1.380618581
openmp_row_parallel_unblocked,5000,45,4,1.366502434
openmp_row_parallel_unblocked,5000,46,0,1.160523287
openmp_row_parallel_unblocked,5000,46,1,1.136353157
openmp_row_parallel_unblocked,5000,46,2,1.158427961
openmp_row_parallel_unblocked,5000,46,3,1.135226039
openmp_row_parallel_unblocked,5000,46,4,1.158941011
openmp_row_parallel_unblocked,5000,47,0,1.136226635
openmp_row_parallel_unblocked,5000,47,1,1.158151963
openmp_row_parallel_unblocked,5000,47,2,1.135472811
openmp_row_parallel_unblocked,5000,47,3,1.157084879
openmp_row_parallel_unblocked,5000,47,4,1.13612426
openmp_row_parallel_unblocked,5000,48,0,1.112870786
openmp_row_parallel_unblocked,5000,48,1,1.093793239
openmp_row_parallel_unblocked,5000,48,2,1.112519744
openmp_row_parallel_unblocked,5000,48,3,1.093857013
openmp_row_parallel_unblocked,5000,48,4,1.112774977
openmp_row_parallel_unblocked,5000,49,0,1.103402383
openmp_row_parallel_unblocked,5000,49,1,1.129689504
openmp_row_parallel_unblocked,5000,49,2,1.102253308
openmp_row_parallel_unblocked,5000,49,3,1.127169892
openmp_row_parallel_unblocked,5000,49,4,1.101819906
openmp_row_parallel_unblocked,5000,50,0,1.142792108
openmp_row_parallel_unblocked,5000,50,1,1.125091274
openmp_row_parallel_unblocked,5000,50,2,1.145118085
openmp_row_parallel_unblocked,5000,50,3,1.125062584
openmp_row_parallel_unblocked,5000,50,4,1.143583049
openmp_row_parallel_unblocked,5000,51,0,1.365423184
openmp_row_parallel_unblocked,5000,51,1,1.374256921
openmp_row_parallel_unblocked,5000,51,2,1.362999022
openmp_row_parallel_unblocked,5000,51,3,1.374479709
openmp_row_parallel_unblocked,5000,51,4,1.36651727
openmp_row_parallel_unblocked,5000,52,0,1.126541596
openmp_row_parallel_unblocked,5000,52,1,1.108363649
openmp_row_parallel_unblocked,5000,52,2,1.12654623
openmp_row_parallel_unblocked,5000,52,3,1.108621456
openmp_row_parallel_unblocked,5000,52,4,1.126496018
openmp_row_parallel_unblocked,5000,53,0,1.153511081
openmp_row_parallel_unblocked,5000,53,1,1.169338829
openmp_row_parallel_unblocked,5000,53,2,1.154906734
openmp_row_parallel_unblocked,5000,53,3,1.170347798
openmp_row_parallel_unblocked,5000,53,4,1.152755137
openmp_row_parallel_unblocked,5000,54,0,1.150945125
openmp_row_parallel_unblocked,5000,54,1,1.131244578
openmp_row_parallel_unblocked,5000,54,2,1.149625524
openmp_row_parallel_unblocked,5000,54,3,1.132529224
openmp_row_parallel_unblocked,5000,54,4,1.149829658
openmp_row_parallel_unblocked,5000,55,0,1.199986771
openmp_row_parallel_unblocked,5000,55,1,1.217588583
openmp_row_parallel_unblocked,5000,55,2,1.202462155
openmp_row_parallel_unblocked,5000,55,3,1.216079174
openmp_row_parallel_unblocked,5000,55,4,1.200551778
openmp_row_parallel_unblocked,5000,56,0,1.17353411
openmp_row_parallel_unblocked,5000,56,1,1.158531367
openmp_row_parallel_unblocked,5000,56,2,1.174884848
openmp_row_parallel_unblocked,5000,56,3,1.158491998
openmp_row_parallel_unblocked,5000,56,4,1.173453575
openmp_row_parallel_unblocked,5000,57,0,1.390133374
openmp_row_parallel_unblocked,5000,57,1,1.391549451
openmp_row_parallel_unblocked,5000,57,2,1.387675237
openmp_row_parallel_unblocked,5000,57,3,1.391226562
openmp_row_parallel_unblocked,5000,57,4,1.388278687
openmp_row_parallel_unblocked,5000,58,0,1.168097083
openmp_row_parallel_unblocked,5000,58,1,1.155284
openmp_row_parallel_unblocked,5000,58,2,1.170231327
openmp_row_parallel_unblocked,5000,58,3,1.15760917
openmp_row_parallel_unblocked,5000,58,4,1.16979336
openmp_row_parallel_unblocked,5000,59,0,1.207497975
openmp_row_parallel_unblocked,5000,59,1,1.220600263
openmp_row_parallel_unblocked,5000,59,2,1.210164535
openmp_row_parallel_unblocked,5000,59,3,1.22103513
openmp_row_parallel_unblocked,5000,59,4,1.2095173
openmp_row_parallel_unblocked,5000,60,0,1.249958975
openmp_row_parallel_unblocked,5000,60,1,1.241487704
openmp_row_parallel_unblocked,5000,60,2,1.248011286
openmp_row_parallel_unblocked,5000,60,3,1.242164769
openmp_row_parallel_unblocked,5000,60,4,1.246516719
openmp_row_parallel_unblocked,5000,61,0,1.211077703
openmp_row_parallel_unblocked,5000,61,1,1.228018806
openmp_row_parallel_unblocked,5000,61,2,1.212058128
openmp_row_parallel_unblocked,5000,61,3,1.2279242
openmp_row_parallel_unblocked,5000,61,4,1.212779708
openmp_row_parallel_unblocked,5000,62,0,1.239089435
openmp_row_parallel_unblocked,5000,62,1,1.232826684
openmp_row_parallel_unblocked,5000,62,2,1.239808083
openmp_row_parallel_unblocked,5000,62,3,1.229298782
openmp_row_parallel_unblocked,5000,62,4,1.238446948
openmp_row_parallel_unblocked,5000,63,0,1.454760551
openmp_row_parallel_unblocked,5000,63,1,1.458195536
openmp_row_parallel_unblocked,5000,63,2,1.45361965
openmp_row_parallel_unblocked,5000,63,3,1.456292894
openmp_row_parallel_unblocked,5000,63,4,1.45512012
openmp_row_parallel_unblocked,5000,64,0,1.476985842
openmp_row_parallel_unblocked,5000,64,1,1.471252908
openmp_row_parallel_unblocked,5000,64,2,1.474952468
openmp_row_parallel_unblocked,5000,64,3,1.473594753
openmp_row_parallel_unblocked,5000,64,4,1.479019648
openmp_row_parallel_unblocked,5000,65,0,1.297910621
openmp_row_parallel_unblocked,5000,65,1,1.304787658
openmp_row_parallel_unblocked,5000,65,2,1.297175676
openmp_row_parallel_unblocked,5000,65,3,1.306585174
openmp_row_parallel_unblocked,5000,65,4,1.297336341
openmp_row_parallel_unblocked,5000,66,0,1.50137031
openmp_row_parallel_unblocked,5000,66,1,1.501969773
openmp_row_parallel_unblocked,5000,66,2,1.501272878
openmp_row_parallel_unblocked,5000,66,3,1.501676955
openmp_row_parallel_unblocked,5000,66,4,1.502653931
openmp_row_parallel_unblocked,5000,67,0,1.283889936
openmp_row_parallel_unblocked,5000,67,1,1.288343889
openmp_row_parallel_unblocked,5000,67,2,1.283106167
openmp_row_parallel_unblocked,5000,67,3,1.285432327
openmp_row_parallel_unblocked,5000,67,4,1.283213849
openmp_row_parallel_unblocked,5000,68,0,1.519396941
openmp_row_parallel_unblocked,5000,68,1,1.518685004
openmp_row_parallel_unblocked,5000,68,2,1.518518899
openmp_row_parallel_unblocked,5000,68,3,1.519670344
openmp_row_parallel_unblocked,5000,68,4,1.51818969
openmp_row_parallel_unblocked,5000,69,0,1.55270705
openmp_row_parallel_unblocked,5000,69,1,1.552298347
openmp_row_parallel_unblocked,5000,69,2,1.550312098
openmp_row_parallel_unblocked,5000,69,3,1.548085873
openmp_row_parallel_unblocked,5000,69,4,1.550094137
openmp_row_parallel_unblocked,5000,70,0,1.344949686
openmp_row_parallel_unblocked,5000,70,1,1.341622257
openmp_row_parallel_unblocked,5000,70,2,1.34323902
openmp_row_parallel_unblocked,5000,70,3,1.342302867
openmp_row_parallel_unblocked,5000,70,4,1.344931033
openmp_row_parallel_unblocked,5000,71,0,1.603145478
openmp_row_parallel_unblocked,5000,71,1,1.596632052
openmp_row_parallel_unblocked,5000,71,2,1.604544672
openmp_row_parallel_unblocked,5000,71,3,1.594008437
openmp_row_parallel_unblocked,5000,71,4,1.604252787
openmp_row_parallel_unblocked,5000,72,0,1.575718917
openmp_row_parallel_unblocked,5000,72,1,1.579066826
openmp_row_parallel_unblocked,5000,72,2,1.575740033
openmp_row_parallel_unblocked,5000,72,3,1.576253002
openmp_row_parallel_unblocked,5000,72,4,1.575466705
openmp_row_parallel_unblocked,5000,73,0,1.398355248
openmp_row_parallel_unblocked,5000,73,1,1.39942292
openmp_row_parallel_unblocked,5000,73,2,1.398967024
openmp_row_parallel_unblocked,5000,73,3,1.399815072
openmp_row_parallel_unblocked,5000,73,4,1.398879219
openmp_row_parallel_unblocked,5000,74,0,1.608534935
openmp_row_parallel_unblocked,5000,74,1,1.620342788
openmp_row_parallel_unblocked,5000,74,2,1.608732979
openmp_row_parallel_unblocked,5000,74,3,1.620865855
openmp_row_parallel_unblocked,5000,74,4,1.607273294
openmp_row_parallel_unblocked,5000,75,0,1.616013419
openmp_row_parallel_unblocked,5000,75,1,1.614598506
openmp_row_parallel_unblocked,5000,75,2,1.617519908
openmp_row_parallel_unblocked,5000,75,3,1.614653743
openmp_row_parallel_unblocked,5000,75,4,1.614243332
openmp_row_parallel_unblocked,5000,76,0,1.475752752
openmp_row_parallel_unblocked,5000,76,1,1.478267884
openmp_row_parallel_unblocked,5000,76,2,1.475274618
openmp_row_parallel_unblocked,5000,76,3,1.476763106
openmp_row_parallel_unblocked,5000,76,4,1.472630927
openmp_tile_parallel_blocked,5000,1,0,3.782357463
openmp_tile_parallel_blocked,5000,1,1,3.766401929
openmp_tile_parallel_blocked,5000,1,2,3.772903135
openmp_tile_parallel_blocked,5000,1,3,3.767046217
openmp_tile_parallel_blocked,5000,1,4,3.768032815
openmp_tile_parallel_blocked,5000,2,0,1.982772094
openmp_tile_parallel_blocked,5000,2,1,1.972241955
openmp_tile_parallel_blocked,5000,2,2,1.976577893
openmp_tile_parallel_blocked,5000,2,3,1.975497463
openmp_tile_parallel_blocked,5000,2,4,1.974250289
openmp_tile_parallel_blocked,5000,3,0,1.340160325
openmp_tile_parallel_blocked,5000,3,1,1.339554183
openmp_tile_parallel_blocked,5000,3,2,1.339379937
openmp_tile_parallel_blocked,5000,3,3,1.337321785
openmp_tile_parallel_blocked,5000,3,4,1.337644534
openmp_tile_parallel_blocked,5000,4,0,1.026698061
openmp_tile_parallel_blocked,5000,4,1,1.026860257
openmp_tile_parallel_blocked,5000,4,2,1.025776443
openmp_tile_parallel_blocked,5000,4,3,1.026977785
openmp_tile_parallel_blocked,5000,4,4,1.031343901
openmp_tile_parallel_blocked,5000,5,0,0.836586626
openmp_tile_parallel_blocked,5000,5,1,0.837359024
openmp_tile_parallel_blocked,5000,5,2,0.836468047
openmp_tile_parallel_blocked,5000,5,3,0.836158556
openmp_tile_parallel_blocked,5000,5,4,0.836619154
openmp_tile_parallel_blocked,5000,6,0,0.711011283
openmp_tile_parallel_blocked,5000,6,1,0.711191182
openmp_tile_parallel_blocked,5000,6,2,0.711420544
openmp_tile_parallel_blocked,5000,6,3,0.713886813
openmp_tile_parallel_blocked,5000,6,4,0.711925669
openmp_tile_parallel_blocked,5000,7,0,0.622452037
openmp_tile_parallel_blocked,5000,7,1,0.622127576
openmp_tile_parallel_blocked,5000,7,2,0.621911838
openmp_tile_parallel_blocked,5000,7,3,0.62219908
openmp_tile_parallel_blocked,5000,7,4,0.621988359
openmp_tile_parallel_blocked,5000,8,0,0.554974925
openmp_tile_parallel_blocked,5000,8,1,0.554651529
openmp_tile_parallel_blocked,5000,8,2,0.556663841
openmp_tile_parallel_blocked,5000,8,3,0.554847766
openmp_tile_parallel_blocked,5000,8,4,0.555038116
openmp_tile_parallel_blocked,5000,9,0,0.502225865
openmp_tile_parallel_blocked,5000,9,1,0.502506872
openmp_tile_parallel_blocked,5000,9,2,0.502430349
openmp_tile_parallel_blocked,5000,9,3,0.50230992
openmp_tile_parallel_blocked,5000,9,4,0.503669892
openmp_tile_parallel_blocked,5000,10,0,0.460814929
openmp_tile_parallel_blocked,5000,10,1,0.46044223
openmp_tile_parallel_blocked,5000,10,2,0.460257996
openmp_tile_parallel_blocked,5000,10,3,0.460463369
openmp_tile_parallel_blocked,5000,10,4,0.460812428
openmp_tile_parallel_blocked,5000,11,0,0.42596335
openmp_tile_parallel_blocked,5000,11,1,0.42604576
openmp_tile_parallel_blocked,5000,11,2,0.425828866
openmp_tile_parallel_blocked,5000,11,3,0.426054347
openmp_tile_parallel_blocked,5000,11,4,0.425919808
openmp_tile_parallel_blocked,5000,12,0,0.397685315
openmp_tile_parallel_blocked,5000,12,1,0.397429468
openmp_tile_parallel_blocked,5000,12,2,0.397688666
openmp_tile_parallel_blocked,5000,12,3,0.397408525
openmp_tile_parallel_blocked,5000,12,4,0.397509943
openmp_tile_parallel_blocked,5000,13,0,0.373517246
openmp_tile_parallel_blocked,5000,13,1,0.373692819
openmp_tile_parallel_blocked,5000,13,2,0.3736073
openmp_tile_parallel_blocked,5000,13,3,0.374121734
openmp_tile_parallel_blocked,5000,13,4,0.373604399
openmp_tile_parallel_blocked,5000,14,0,0.353073764
openmp_tile_parallel_blocked,5000,14,1,0.35290371
openmp_tile_parallel_blocked,5000,14,2,0.352940462
openmp_tile_parallel_blocked,5000,14,3,0.352804699
openmp_tile_parallel_blocked,5000,14,4,0.35291811
openmp_tile_parallel_blocked,5000,15,0,0.335456131
openmp_tile_parallel_blocked,5000,15,1,0.335309164
openmp_tile_parallel_blocked,5000,15,2,0.335603652
openmp_tile_parallel_blocked,5000,15,3,0.335244421
openmp_tile_parallel_blocked,5000,15,4,0.335298332
openmp_tile_parallel_blocked,5000,16,0,0.320085713
openmp_tile_parallel_blocked,5000,16,1,0.319577835
openmp_tile_parallel_blocked,5000,16,2,0.31944581
openmp_tile_parallel_blocked,5000,16,3,0.319579811
openmp_tile_parallel_blocked,5000,16,4,0.319740459
openmp_tile_parallel_blocked,5000,17,0,0.3062986
openmp_tile_parallel_blocked,5000,17,1,0.306657795
openmp_tile_parallel_blocked,5000,17,2,0.30610553
openmp_tile_parallel_blocked,5000,17,3,0.30625457
openmp_tile_parallel_blocked,5000,17,4,0.306126088
openmp_tile_parallel_blocked,5000,18,0,0.294618881
openmp_tile_parallel_blocked,5000,18,1,0.294455561
openmp_tile_parallel_blocked,5000,18,2,0.294597688
openmp_tile_parallel_blocked,5000,18,3,0.294481169
openmp_tile_parallel_blocked,5000,18,4,0.294351697
openmp_tile_parallel_blocked,5000,19,0,0.283388928
openmp_tile_parallel_blocked,5000,19,1,0.283301116
openmp_tile_parallel_blocked,5000,19,2,0.283144589
openmp_tile_parallel_blocked,5000,19,3,0.283520483
openmp_tile_parallel_blocked,5000,19,4,0.283298841
openmp_tile_parallel_blocked,5000,20,0,0.273846789
openmp_tile_parallel_blocked,5000,20,1,0.273750582
openmp_tile_parallel_blocked,5000,20,2,0.273671198
openmp_tile_parallel_blocked,5000,20,3,0.273597623
openmp_tile_parallel_blocked,5000,20,4,0.273871457
openmp_tile_parallel_blocked,5000,21,0,0.265568755
openmp_tile_parallel_blocked,5000,21,1,0.265378449
openmp_tile_parallel_blocked,5000,21,2,0.26555404
openmp_tile_parallel_blocked,5000,21,3,0.265510768
openmp_tile_parallel_blocked,5000,21,4,0.265336549
openmp_tile_parallel_blocked,5000,22,0,0.256693431
openmp_tile_parallel_blocked,5000,22,1,0.256776219
openmp_tile_parallel_blocked,5000,22,2,0.256999792
openmp_tile_parallel_blocked,5000,22,3,0.256624217
openmp_tile_parallel_blocked,5000,22,4,0.256945346
openmp_tile_parallel_blocked,5000,23,0,0.250577843
openmp_tile_parallel_blocked,5000,23,1,0.250355876
openmp_tile_parallel_blocked,5000,23,2,0.250520079
openmp_tile_parallel_blocked,5000,23,3,0.249859026
openmp_tile_parallel_blocked,5000,23,4,0.250311601
openmp_tile_parallel_blocked,5000,24,0,0.24386499
openmp_tile_parallel_blocked,5000,24,1,0.243480759
openmp_tile_parallel_blocked,5000,24,2,0.243446586
