optimisation,n,block_size,repeat,elapsed_seconds,logdet_library,logdet_factor,relative_difference_percent
openmp_block_row_parallel,5000,4,7,0.666121774003840982914,,,
openmp_block_row_parallel,5000,4,8,0.66233272600220516324,,,
openmp_block_row_parallel,5000,4,9,0.670353452005656436086,,,
openmp_block_row_parallel,5000,5,0,0.605649517994606867433,,,
openmp_block_row_parallel,5000,5,1,0.609315245994366705418,,,
openmp_block_row_parallel,5000,5,2,0.607401603978360071778,,,
openmp_block_row_parallel,5000,5,3,0.609172589989611878991,,,
openmp_block_row_parallel,5000,5,4,0.609482269006548449397,,,
openmp_block_row_parallel,5000,5,5,0.60140485299052670598,,,
openmp_block_row_parallel,5000,5,6,0.606994597997982054949,,,
openmp_block_row_parallel,5000,5,7,0.602732697996543720365,,,
openmp_block_row_parallel,5000,5,8,0.601480645011179149151,,,
openmp_block_row_parallel,5000,5,9,0.597555049986112862825,,,
openmp_block_row_parallel,5000,6,0,0.534874684002716094255,,,
openmp_block_row_parallel,5000,6,1,0.538873367011547088623,,,
openmp_block_row_parallel,5000,6,2,0.5327445839939173311,,,
openmp_block_row_parallel,5000,6,3,0.546124526008497923613,,,
openmp_block_row_parallel,5000,6,4,0.542282306996639817953,,,
openmp_block_row_parallel,5000,6,5,0.529486460000043734908,,,
openmp_block_row_parallel,5000,6,6,0.558414650004124268889,,,
openmp_block_row_parallel,5000,6,7,0.53440318000502884388,,,
openmp_block_row_parallel,5000,6,8,0.53502165601821616292,,,
openmp_block_row_parallel,5000,6,9,0.545542295003542676568,,,
openmp_block_row_parallel,5000,7,0,0.506408059998648241162,,,
openmp_block_row_parallel,5000,7,1,0.506281684996793046594,,,
openmp_block_row_parallel,5000,7,2,0.499674277001759037375,,,
openmp_block_row_parallel,5000,7,3,0.507437969004968181252,,,
openmp_block_row_parallel,5000,7,4,0.503536075993906706572,,,
openmp_block_row_parallel,5000,7,5,0.499245843995595350862,,,
openmp_block_row_parallel,5000,7,6,0.497775992000242695212,,,
openmp_block_row_parallel,5000,7,7,0.506542645976878702641,,,
openmp_block_row_parallel,5000,7,8,0.499812127993209287524,,,
openmp_block_row_parallel,5000,7,9,0.496279693994438275695,,,
openmp_block_row_parallel,5000,8,0,0.408629979996476322412,,,
openmp_block_row_parallel,5000,8,1,0.413378096011001616716,,,
openmp_block_row_parallel,5000,8,2,0.413664505002088844776,,,
openmp_block_row_parallel,5000,8,3,0.412854681984754279256,,,
openmp_block_row_parallel,5000,8,4,0.416960192000260576606,,,
openmp_block_row_parallel,5000,8,5,0.416906483005732297897,,,
openmp_block_row_parallel,5000,8,6,0.417886425013421103358,,,
openmp_block_row_parallel,5000,8,7,0.411916177021339535713,,,
openmp_block_row_parallel,5000,8,8,0.412464470980921760201,,,
openmp_block_row_parallel,5000,8,9,0.412594363006064668298,,,
openmp_block_row_parallel,5000,9,0,0.423592961975373327732,,,
openmp_block_row_parallel,5000,9,1,0.434271320991683751345,,,
openmp_block_row_parallel,5000,9,2,0.427551285014487802982,,,
openmp_block_row_parallel,5000,9,3,0.433165224007098004222,,,
openmp_block_row_parallel,5000,9,4,0.430380025005433708429,,,
openmp_block_row_parallel,5000,9,5,0.430607179994694888592,,,
openmp_block_row_parallel,5000,9,6,0.422796620987355709076,,,
openmp_block_row_parallel,5000,9,7,0.420844050007872283459,,,
openmp_block_row_parallel,5000,9,8,0.427187632012646645308,,,
openmp_block_row_parallel,5000,9,9,0.428637527977116405964,,,
openmp_block_row_parallel,5000,10,0,0.408503959013614803553,,,
openmp_block_row_parallel,5000,10,1,0.414292205998208373785,,,
openmp_block_row_parallel,5000,10,2,0.415069146984023973346,,,
openmp_block_row_parallel,5000,10,3,0.407205960014835000038,,,
openmp_block_row_parallel,5000,10,4,0.408874962013214826584,,,
openmp_block_row_parallel,5000,10,5,0.400663081003585830331,,,
openmp_block_row_parallel,5000,10,6,0.410386823001317679882,,,
openmp_block_row_parallel,5000,10,7,0.40933428698917850852,,,
openmp_block_row_parallel,5000,10,8,0.407239200983894988894,,,
openmp_block_row_parallel,5000,10,9,0.403542660991661250591,,,
openmp_block_row_parallel,5000,11,0,0.40159628799301572144,,,
openmp_block_row_parallel,5000,11,1,0.39749927399680018425,,,
openmp_block_row_parallel,5000,11,2,0.405909841007087379694,,,
openmp_block_row_parallel,5000,11,3,0.402794255001936107874,,,
openmp_block_row_parallel,5000,11,4,0.428050511982291936874,,,
openmp_block_row_parallel,5000,11,5,0.399837290984578430653,,,
openmp_block_row_parallel,5000,11,6,0.397449052979936823249,,,
openmp_block_row_parallel,5000,11,7,0.397060274990508332849,,,
openmp_block_row_parallel,5000,11,8,0.390933869988657534122,,,
openmp_block_row_parallel,5000,11,9,0.400514139008009806275,,,
openmp_block_row_parallel,5000,12,0,0.340142105997074395418,,,
openmp_block_row_parallel,5000,12,1,0.342446408001706004143,,,
openmp_block_row_parallel,5000,12,2,0.338982560002477839589,,,
openmp_block_row_parallel,5000,12,3,0.339575477002654224634,,,
openmp_block_row_parallel,5000,12,4,0.34576045701396651566,,,
openmp_block_row_parallel,5000,12,5,0.343025527021382004023,,,
openmp_block_row_parallel,5000,12,6,0.342161940992809832096,,,
openmp_block_row_parallel,5000,12,7,0.342254502000287175179,,,
openmp_block_row_parallel,5000,12,8,0.339645405008923262358,,,
openmp_block_row_parallel,5000,12,9,0.355874957022024318576,,,
openmp_block_row_parallel,5000,13,0,0.355525788007071241736,,,
openmp_block_row_parallel,5000,13,1,0.36138707201462239027,,,
openmp_block_row_parallel,5000,13,2,0.360232053004438057542,,,
openmp_block_row_parallel,5000,13,3,0.363672317995224148035,,,
openmp_block_row_parallel,5000,13,4,0.348394786997232586145,,,
openmp_block_row_parallel,5000,13,5,0.355787700973451137543,,,
openmp_block_row_parallel,5000,13,6,0.354004040011204779148,,,
openmp_block_row_parallel,5000,13,7,0.353859756985912099481,,,
openmp_block_row_parallel,5000,13,8,0.35385089600458741188,,,
openmp_block_row_parallel,5000,13,9,0.352219644002616405487,,,
openmp_block_row_parallel,5000,14,0,0.362177900999085977674,,,
openmp_block_row_parallel,5000,14,1,0.359376458975020796061,,,
openmp_block_row_parallel,5000,14,2,0.362931160983862355351,,,
openmp_block_row_parallel,5000,14,3,0.363586013001622632146,,,
openmp_block_row_parallel,5000,14,4,0.363086922006914392114,,,
openmp_block_row_parallel,5000,14,5,0.359127655014162883162,,,
openmp_block_row_parallel,5000,14,6,0.360468194005079567432,,,
openmp_block_row_parallel,5000,14,7,0.357484654989093542099,,,
openmp_block_row_parallel,5000,14,8,0.367462766997050493956,,,
openmp_block_row_parallel,5000,14,9,0.356760267983190715313,,,
openmp_block_row_parallel,5000,15,0,0.357906001008814200759,,,
openmp_block_row_parallel,5000,15,1,0.35787185298977419734,,,
openmp_block_row_parallel,5000,15,2,0.356990506988950073719,,,
openmp_block_row_parallel,5000,15,3,0.355782755010295659304,,,
openmp_block_row_parallel,5000,15,4,0.352167525008553639054,,,
openmp_block_row_parallel,5000,15,5,0.355575407011201605201,,,
openmp_block_row_parallel,5000,15,6,0.353626380994683131576,,,
openmp_block_row_parallel,5000,15,7,0.357828567997785285115,,,
openmp_block_row_parallel,5000,15,8,0.354924557992490008473,,,
openmp_block_row_parallel,5000,15,9,0.360492842999519780278,,,
openmp_block_row_parallel,5000,16,0,0.326470389991300180554,,,
openmp_block_row_parallel,5000,16,1,0.317146827990654855967,,,
openmp_block_row_parallel,5000,16,2,0.316962430981220677495,,,
openmp_block_row_parallel,5000,16,3,0.31614917199476622045,,,
openmp_block_row_parallel,5000,16,4,0.319095978979021310806,,,
openmp_block_row_parallel,5000,16,5,0.320910195994656533003,,,
openmp_block_row_parallel,5000,16,6,0.319697839004220440984,,,
openmp_block_row_parallel,5000,16,7,0.315541199990548193455,,,
openmp_block_row_parallel,5000,16,8,0.312894405011320486665,,,
openmp_block_row_parallel,5000,16,9,0.318293415999505668879,,,
openmp_block_row_parallel,5000,17,0,0.335718866990646347404,,,
openmp_block_row_parallel,5000,17,1,0.322026962996460497379,,,
openmp_block_row_parallel,5000,17,2,0.327234092022990807891,,,
openmp_block_row_parallel,5000,17,3,0.332811230997322127223,,,
openmp_block_row_parallel,5000,17,4,0.336135099001694470644,,,
openmp_block_row_parallel,5000,17,5,0.336169068992603570223,,,
openmp_block_row_parallel,5000,17,6,0.335222706984495744109,,,
openmp_block_row_parallel,5000,17,7,0.337041241989936679602,,,
openmp_block_row_parallel,5000,17,8,0.329802399995969608426,,,
openmp_block_row_parallel,5000,17,9,0.331818155013024806976,,,
openmp_block_row_parallel,5000,18,0,0.352138786984141916037,,,
openmp_block_row_parallel,5000,18,1,0.349529163999250158668,,,
openmp_block_row_parallel,5000,18,2,0.351966444985009729862,,,
openmp_block_row_parallel,5000,18,3,0.350221131986472755671,,,
openmp_block_row_parallel,5000,18,4,0.352416686015203595161,,,
openmp_block_row_parallel,5000,18,5,0.349051603989209979773,,,
openmp_block_row_parallel,5000,18,6,0.35219782200874760747,,,
openmp_block_row_parallel,5000,18,7,0.34656827102298848331,,,
openmp_block_row_parallel,5000,18,8,0.341107361979084089398,,,
openmp_block_row_parallel,5000,18,9,0.35069110800395719707,,,
openmp_block_row_parallel,5000,19,0,0.349462567013688385487,,,
openmp_block_row_parallel,5000,19,1,0.352154287014855071902,,,
openmp_block_row_parallel,5000,19,2,0.352142877003643661737,,,
openmp_block_row_parallel,5000,19,3,0.354305796994594857097,,,
openmp_block_row_parallel,5000,19,4,0.350249056995380669832,,,
openmp_block_row_parallel,5000,19,5,0.351187272986862808466,,,
openmp_block_row_parallel,5000,19,6,0.350455798994516953826,,,
openmp_block_row_parallel,5000,19,7,0.352232558012474328279,,,
openmp_block_row_parallel,5000,19,8,0.351574259984772652388,,,
openmp_block_row_parallel,5000,19,9,0.357531631016172468662,,,
openmp_block_row_parallel,5000,20,0,0.331599065015325322747,,,
openmp_block_row_parallel,5000,20,1,0.324537588021485134959,,,
openmp_block_row_parallel,5000,20,2,0.324001286004204303026,,,
openmp_block_row_parallel,5000,20,3,0.328983793006045743823,,,
openmp_block_row_parallel,5000,20,4,0.324781641014851629734,,,
openmp_block_row_parallel,5000,20,5,0.333060391014441847801,,,
openmp_block_row_parallel,5000,20,6,0.31991564700729213655,,,
openmp_block_row_parallel,5000,20,7,0.315059302025474607944,,,
openmp_block_row_parallel,5000,20,8,0.314122126001166179776,,,
openmp_block_row_parallel,5000,20,9,0.315644211019389331341,,,
openmp_block_row_parallel,5000,21,0,0.32955597899854183197,,,
openmp_block_row_parallel,5000,21,1,0.330565991986077278852,,,
openmp_block_row_parallel,5000,21,2,0.326199158007511869073,,,
openmp_block_row_parallel,5000,21,3,0.328395858989097177982,,,
openmp_block_row_parallel,5000,21,4,0.330324134993134066463,,,
openmp_block_row_parallel,5000,21,5,0.332753773021977394819,,,
openmp_block_row_parallel,5000,21,6,0.331317083007888868451,,,
openmp_block_row_parallel,5000,21,7,0.329386626021005213261,,,
openmp_block_row_parallel,5000,21,8,0.327128959994297474623,,,
openmp_block_row_parallel,5000,21,9,0.333993105014087632298,,,
openmp_block_row_parallel,5000,22,0,0.327461481996579095721,,,
openmp_block_row_parallel,5000,22,1,0.328421729995170608163,,,
openmp_block_row_parallel,5000,22,2,0.327285227976972237229,,,
openmp_block_row_parallel,5000,22,3,0.32916945300530642271,,,
openmp_block_row_parallel,5000,22,4,0.326173428999027237296,,,
openmp_block_row_parallel,5000,22,5,0.330572645994834601879,,,
openmp_block_row_parallel,5000,22,6,0.327836446987930685282,,,
openmp_block_row_parallel,5000,22,7,0.32518754000193439424,,,
openmp_block_row_parallel,5000,22,8,0.328182709985412657261,,,
openmp_block_row_parallel,5000,22,9,0.327648184989811852574,,,
openmp_block_row_parallel,5000,23,0,0.34170268400339409709,,,
openmp_block_row_parallel,5000,23,1,0.342826915002660825849,,,
openmp_block_row_parallel,5000,23,2,0.340559377014869824052,,,
openmp_block_row_parallel,5000,23,3,0.344119400979252532125,,,
openmp_block_row_parallel,5000,23,4,0.341204158990876749158,,,
openmp_block_row_parallel,5000,23,5,0.341308703005779534578,,,
openmp_block_row_parallel,5000,23,6,0.346276151976780965924,,,
openmp_block_row_parallel,5000,23,7,0.361623473989311605692,,,
openmp_block_row_parallel,5000,23,8,0.352191376994596794248,,,
openmp_block_row_parallel,5000,23,9,0.351374982012202963233,,,
openmp_block_row_parallel,5000,24,0,0.331458988017402589321,,,
openmp_block_row_parallel,5000,24,1,0.330705836997367441654,,,
openmp_block_row_parallel,5000,24,2,0.327555519004818052053,,,
openmp_block_row_parallel,5000,24,3,0.32317140701343305409,,,
openmp_block_row_parallel,5000,24,4,0.324444322992349043489,,,
openmp_block_row_parallel,5000,24,5,0.323465666006086394191,,,
openmp_block_row_parallel,5000,24,6,0.319137379003223031759,,,
openmp_block_row_parallel,5000,24,7,0.322855031001381576061,,,
openmp_block_row_parallel,5000,24,8,0.321310826984699815512,,,
openmp_block_row_parallel,5000,24,9,0.321231802983675152063,,,
openmp_block_row_parallel,5000,25,0,0.339719818002777174115,,,
openmp_block_row_parallel,5000,25,1,0.337234907987294718623,,,
openmp_block_row_parallel,5000,25,2,0.33762252400629222393,,,
openmp_block_row_parallel,5000,25,3,0.337179802008904516697,,,
openmp_block_row_parallel,5000,25,4,0.336890445993049070239,,,
openmp_block_row_parallel,5000,25,5,0.33906534200650639832,,,
openmp_block_row_parallel,5000,25,6,0.337422300013713538647,,,
openmp_block_row_parallel,5000,25,7,0.338874212000519037247,,,
openmp_block_row_parallel,5000,25,8,0.336906715005170553923,,,
openmp_block_row_parallel,5000,25,9,0.33895734799443744123,,,
openmp_block_row_parallel,5000,26,0,0.346953620988642796874,,,
openmp_block_row_parallel,5000,26,1,0.343863824993604794145,,,
openmp_block_row_parallel,5000,26,2,0.347617413004627451301,,,
openmp_block_row_parallel,5000,26,3,0.344036372000118717551,,,
openmp_block_row_parallel,5000,26,4,0.344891416025348007679,,,
openmp_block_row_parallel,5000,26,5,0.34295821000705473125,,,
openmp_block_row_parallel,5000,26,6,0.344388549972791224718,,,
openmp_block_row_parallel,5000,26,7,0.345251111983088776469,,,
openmp_block_row_parallel,5000,26,8,0.351494677976006641984,,,
openmp_block_row_parallel,5000,26,9,0.351443792023928835988,,,
openmp_block_row_parallel,5000,27,0,0.372329698002431541681,,,
openmp_block_row_parallel,5000,27,1,0.371864793996792286634,,,
openmp_block_row_parallel,5000,27,2,0.372894547006580978632,,,
openmp_block_row_parallel,5000,27,3,0.369165462005184963346,,,
openmp_block_row_parallel,5000,27,4,0.366458189004333689809,,,
openmp_block_row_parallel,5000,27,5,0.368101097992621362209,,,
openmp_block_row_parallel,5000,27,6,0.368854611995629966259,,,
openmp_block_row_parallel,5000,27,7,0.366672686999663710594,,,
openmp_block_row_parallel,5000,27,8,0.367373389017302542925,,,
openmp_block_row_parallel,5000,27,9,0.370309543010080233216,,,
openmp_block_row_parallel,5000,28,0,0.332799479016102850437,,,
openmp_block_row_parallel,5000,28,1,0.345274091989267617464,,,
openmp_block_row_parallel,5000,28,2,0.333935709000797942281,,,
openmp_block_row_parallel,5000,28,3,0.333810776995960623026,,,
openmp_block_row_parallel,5000,28,4,0.332005868986016139388,,,
openmp_block_row_parallel,5000,28,5,0.334038862987654283643,,,
openmp_block_row_parallel,5000,28,6,0.332230069005163386464,,,
openmp_block_row_parallel,5000,28,7,0.332405934983398765326,,,
openmp_block_row_parallel,5000,28,8,0.331128173012984916568,,,
openmp_block_row_parallel,5000,28,9,0.333523676003096625209,,,
openmp_block_row_parallel,5000,29,0,0.367863599996780976653,,,
openmp_block_row_parallel,5000,29,1,0.368650142016122117639,,,
openmp_block_row_parallel,5000,29,2,0.361295197013532742858,,,
openmp_block_row_parallel,5000,29,3,0.367739367997273802757,,,
openmp_block_row_parallel,5000,29,4,0.364155744988238438964,,,
openmp_block_row_parallel,5000,29,5,0.363754046004032716155,,,
openmp_block_row_parallel,5000,29,6,0.365030318003846332431,,,
openmp_block_row_parallel,5000,29,7,0.364889435004442930222,,,
openmp_block_row_parallel,5000,29,8,0.365630248008528724313,,,
openmp_block_row_parallel,5000,29,9,0.364207832986721768975,,,
openmp_block_row_parallel,5000,30,0,0.361559028009651228786,,,
openmp_block_row_parallel,5000,30,1,0.371335594012634828687,,,
openmp_block_row_parallel,5000,30,2,0.372678799991263076663,,,
openmp_block_row_parallel,5000,30,3,0.368068379000760614872,,,
openmp_block_row_parallel,5000,30,4,0.36639166399254463613,,,
openmp_block_row_parallel,5000,30,5,0.368070174998138099909,,,
openmp_block_row_parallel,5000,30,6,0.365546943008666858077,,,
openmp_block_row_parallel,5000,30,7,0.360337983001954853535,,,
openmp_block_row_parallel,5000,30,8,0.363196405000053346157,,,
openmp_block_row_parallel,5000,30,9,0.359920225979294627905,,,
openmp_block_row_parallel,5000,31,0,0.370379974017851054668,,,
openmp_block_row_parallel,5000,31,1,0.367314227012684568763,,,
openmp_block_row_parallel,5000,31,2,0.368601933005265891552,,,
openmp_block_row_parallel,5000,31,3,0.365511556999990716577,,,
openmp_block_row_parallel,5000,31,4,0.368455543997697532177,,,
openmp_block_row_parallel,5000,31,5,0.368464225000934675336,,,
openmp_block_row_parallel,5000,31,6,0.366479477990651503205,,,
openmp_block_row_parallel,5000,31,7,0.367149389989208430052,,,
openmp_block_row_parallel,5000,31,8,0.368600725021678954363,,,
openmp_block_row_parallel,5000,31,9,0.365440271008992567658,,,
openmp_block_row_parallel,5000,32,0,0.343103499006247147918,,,
openmp_block_row_parallel,5000,32,1,0.340731446020072326064,,,
openmp_block_row_parallel,5000,32,2,0.343557505984790623188,,,
openmp_block_row_parallel,5000,32,3,0.341698895004810765386,,,
openmp_block_row_parallel,5000,32,4,0.340394664002815261483,,,
openmp_block_row_parallel,5000,32,5,0.340166982001392170787,,,
openmp_block_row_parallel,5000,32,6,0.343189352017361670732,,,
openmp_block_row_parallel,5000,32,7,0.340893284999765455723,,,
openmp_block_row_parallel,5000,32,8,0.342489880014909431338,,,
openmp_block_row_parallel,5000,32,9,0.341954430012265220284,,,
openmp_block_row_parallel,5000,33,0,0.351592859020456671715,,,
openmp_block_row_parallel,5000,33,1,0.352328929002396762371,,,
openmp_block_row_parallel,5000,33,2,0.350856456003384664655,,,
openmp_block_row_parallel,5000,33,3,0.351220873999409377575,,,
openmp_block_row_parallel,5000,33,4,0.351651200006017461419,,,
openmp_block_row_parallel,5000,33,5,0.351488265005173161626,,,
openmp_block_row_parallel,5000,33,6,0.351677453989395871758,,,
openmp_block_row_parallel,5000,33,7,0.349132066010497510433,,,
openmp_block_row_parallel,5000,33,8,0.350493043020833283663,,,
openmp_block_row_parallel,5000,33,9,0.350393569999141618609,,,
openmp_block_row_parallel,5000,34,0,0.361358444992220029235,,,
openmp_block_row_parallel,5000,34,1,0.362647691013989970088,,,
openmp_block_row_parallel,5000,34,2,0.363016143004642799497,,,
openmp_block_row_parallel,5000,34,3,0.366055261984001845121,,,
openmp_block_row_parallel,5000,34,4,0.364066026988439261913,,,
openmp_block_row_parallel,5000,34,5,0.364022631983971223235,,,
openmp_block_row_parallel,5000,34,6,0.364858610002556815743,,,
openmp_block_row_parallel,5000,34,7,0.364054573990870267153,,,
openmp_block_row_parallel,5000,34,8,0.363828444009413942695,,,
openmp_block_row_parallel,5000,34,9,0.361597758979769423604,,,
openmp_block_row_parallel,5000,35,0,0.375065706990426406264,,,
openmp_block_row_parallel,5000,35,1,0.380566319014178588986,,,
openmp_block_row_parallel,5000,35,2,0.378963456983910873532,,,
openmp_block_row_parallel,5000,35,3,0.373945698986062780023,,,
openmp_block_row_parallel,5000,35,4,0.38327106399810872972,,,
openmp_block_row_parallel,5000,35,5,0.378405950003070756793,,,
openmp_block_row_parallel,5000,35,6,0.373344796011224389076,,,
openmp_block_row_parallel,5000,35,7,0.37514909298624843359,,,
openmp_block_row_parallel,5000,35,8,0.374290439998731017113,,,
openmp_block_row_parallel,5000,35,9,0.374119141983101144433,,,
openmp_block_row_parallel,5000,36,0,0.361207703972468152642,,,
openmp_block_row_parallel,5000,36,1,0.359615280001889914274,,,
openmp_block_row_parallel,5000,36,2,0.359889601997565478086,,,
openmp_block_row_parallel,5000,36,3,0.359843239013571292162,,,
openmp_block_row_parallel,5000,36,4,0.359838651027530431747,,,
openmp_block_row_parallel,5000,36,5,0.358796610991703346372,,,
openmp_block_row_parallel,5000,36,6,0.357679461012594401836,,,
openmp_block_row_parallel,5000,36,7,0.356793136015767231584,,,
openmp_block_row_parallel,5000,36,8,0.358861717977561056614,,,
openmp_block_row_parallel,5000,36,9,0.356256584986113011837,,,
openmp_block_row_parallel,5000,37,0,0.370509677013615146279,,,
openmp_block_row_parallel,5000,37,1,0.370017284003552049398,,,
openmp_block_row_parallel,5000,37,2,0.369632632005959749222,,,
openmp_block_row_parallel,5000,37,3,0.368515943002421408892,,,
openmp_block_row_parallel,5000,37,4,0.369723918003728613257,,,
openmp_block_row_parallel,5000,37,5,0.368531566025922074914,,,
openmp_block_row_parallel,5000,37,6,0.365328487998340278864,,,
openmp_block_row_parallel,5000,37,7,0.368478869000682607293,,,
openmp_block_row_parallel,5000,37,8,0.368631931982235983014,,,
openmp_block_row_parallel,5000,37,9,0.367228229006286710501,,,
openmp_block_row_parallel,5000,38,0,0.376140929001849144697,,,
openmp_block_row_parallel,5000,38,1,0.376321321004070341587,,,
openmp_block_row_parallel,5000,38,2,0.375580316002015024424,,,
openmp_block_row_parallel,5000,38,3,0.377450483007123693824,,,
openmp_block_row_parallel,5000,38,4,0.373748173995409160852,,,
openmp_block_row_parallel,5000,38,5,0.375460012000985443592,,,
openmp_block_row_parallel,5000,38,6,0.376694729988230392337,,,
openmp_block_row_parallel,5000,38,7,0.374731104006059467793,,,
openmp_block_row_parallel,5000,38,8,0.376617579982848837972,,,
openmp_block_row_parallel,5000,38,9,0.374708660994656383991,,,
openmp_block_row_parallel,5000,39,0,0.388820936990668997169,,,
openmp_block_row_parallel,5000,39,1,0.387210364977363497019,,,
openmp_block_row_parallel,5000,39,2,0.386869990994455292821,,,
openmp_block_row_parallel,5000,39,3,0.387976066995179280639,,,
openmp_block_row_parallel,5000,39,4,0.385465225001098588109,,,
openmp_block_row_parallel,5000,39,5,0.388553910015616565943,,,
openmp_block_row_parallel,5000,39,6,0.386536501988302916288,,,
openmp_block_row_parallel,5000,39,7,0.387620320019777864218,,,
openmp_block_row_parallel,5000,39,8,0.388325947016710415483,,,
openmp_block_row_parallel,5000,39,9,0.388085876009427011013,,,
openmp_block_row_parallel,5000,40,0,0.378901885007508099079,,,
openmp_block_row_parallel,5000,40,1,0.376572962006321176887,,,
openmp_block_row_parallel,5000,40,2,0.374807195999892428517,,,
openmp_block_row_parallel,5000,40,3,0.377186613011872395873,,,
openmp_block_row_parallel,5000,40,4,0.377918939018854871392,,,
openmp_block_row_parallel,5000,40,5,0.376649549987632781267,,,
openmp_block_row_parallel,5000,40,6,0.375566460017580538988,,,
openmp_block_row_parallel,5000,40,7,0.376944450981682166457,,,
openmp_block_row_parallel,5000,40,8,0.375829294003779068589,,,
openmp_block_row_parallel,5000,40,9,0.378571894980268552899,,,
openmp_block_row_parallel,5000,41,0,0.394810182013316079974,,,
openmp_block_row_parallel,5000,41,1,0.386487128009321168065,,,
openmp_block_row_parallel,5000,41,2,0.387391433003358542919,,,
openmp_block_row_parallel,5000,41,3,0.387099801999283954501,,,
openmp_block_row_parallel,5000,41,4,0.386206002003746107221,,,
openmp_block_row_parallel,5000,41,5,0.386792410019552335143,,,
openmp_block_row_parallel,5000,41,6,0.386414224980399012566,,,
openmp_block_row_parallel,5000,41,7,0.38888768598553724587,,,
openmp_block_row_parallel,5000,41,8,0.387012196995783597231,,,
openmp_block_row_parallel,5000,41,9,0.38692718499805778265,,,
openmp_block_row_parallel,5000,42,0,0.401883895014179870486,,,
openmp_block_row_parallel,5000,42,1,0.399638792994664981961,,,
openmp_block_row_parallel,5000,42,2,0.39986777000012807548,,,
openmp_block_row_parallel,5000,42,3,0.399515657976735383272,,,
openmp_block_row_parallel,5000,42,4,0.398236762994201853871,,,
openmp_block_row_parallel,5000,42,5,0.399782305001281201839,,,
openmp_block_row_parallel,5000,42,6,0.400880100001813843846,,,
openmp_block_row_parallel,5000,42,7,0.401079692004714161158,,,
openmp_block_row_parallel,5000,42,8,0.400052551005501300097,,,
openmp_block_row_parallel,5000,42,9,0.401909548003459349275,,,
openmp_block_row_parallel,5000,43,0,0.406895449006697162986,,,
openmp_block_row_parallel,5000,43,1,0.406456319993594661355,,,
openmp_block_row_parallel,5000,43,2,0.406688568997196853161,,,
openmp_block_row_parallel,5000,43,3,0.405477442021947354078,,,
openmp_block_row_parallel,5000,43,4,0.405079087999183684587,,,
openmp_block_row_parallel,5000,43,5,0.405568892980227246881,,,
openmp_block_row_parallel,5000,43,6,0.406834516004892066121,,,
openmp_block_row_parallel,5000,43,7,0.406515662994934245944,,,
openmp_block_row_parallel,5000,43,8,0.406240530021023005247,,,
openmp_block_row_parallel,5000,43,9,0.406859693990554660559,,,
openmp_block_row_parallel,5000,44,0,0.397186302987392991781,,,
openmp_block_row_parallel,5000,44,1,0.396695145987905561924,,,
openmp_block_row_parallel,5000,44,2,0.398037598002701997757,,,
openmp_block_row_parallel,5000,44,3,0.397025621990906074643,,,
