optimisation,n,block_size,elapsed_median,elapsed_mean,elapsed_error
cache_blocked_2,2000,34,0.575968569988617673516,0.575984022667398676276,3.93363257362232363479e-05
cache_blocked_2,2000,35,0.585341647994937375188,0.585338180666440166533,0.000175255279395708908705
cache_blocked_2,2000,36,0.565180762001546099782,0.565155281001352705061,5.75972280314709006357e-05
cache_blocked_2,2000,37,0.572448952007107436657,0.57251126434130128473,0.00011543751426804324295
cache_blocked_2,2000,38,0.581105859993840567768,0.581148639331028449284,6.44936744084083579892e-05
cache_blocked_2,2000,39,0.589538336003897711635,0.589550777663437997056,0.000140521609850912938648
cache_blocked_2,2000,40,0.569400330001371912658,0.569382823664151715981,3.10911941150249888314e-05
cache_blocked_2,2000,41,0.575237583994749002159,0.575210559662082232535,5.03827498925500061821e-05
cache_blocked_2,2000,42,0.58616398699814453721,0.586165661661652848125,1.66317828920486484201e-05
cache_blocked_2,2000,43,0.591637082005036063492,0.591611344328460631026,6.56023562026578505859e-05
cache_blocked_2,2000,44,0.57323631701001431793,0.573212974670847530412,4.07174701348042659141e-05
cache_blocked_2,2000,45,0.579466943003353662789,0.579432593998111200584,5.58761056426571164554e-05
cache_blocked_2,2000,46,0.589510329999029636383,0.589528581990938049806,5.42089086220907210982e-05
cache_blocked_2,2000,47,0.5958298269979422912,0.595832684669100332009,6.74047327728381155242e-05
cache_blocked_2,2000,48,0.578050623997114598751,0.579390737000115563227,0.00210600054415354754137
cache_blocked_2,2000,49,0.584332127997186034918,0.584312990666755127656,6.49192471674400045905e-05
cache_blocked_2,2000,50,0.593008089999784715474,0.593073544335008251416,0.000137176403330715887758
cache_blocked_2,2000,51,0.600309375993674620986,0.600260435661766678095,7.45970699393697295795e-05
cache_blocked_2,2000,52,0.581459492008434608579,0.581720786338943640637,0.000414865140261889931914
cache_blocked_2,2000,53,0.589273158999276347458,0.589256776331846254813,6.44144446339141839037e-05
cache_blocked_2,2000,54,0.596161185007076710463,0.596162433333423336101,2.40159261156657160945e-05
cache_blocked_2,2000,55,0.601139648002572357655,0.601106221666365514444,5.19629082009058664146e-05
cache_blocked_2,2000,56,0.584324202005518600345,0.585227626662041644501,0.00131473623891803980887
cache_blocked_2,2000,57,0.591737891998491249979,0.591752775998126367973,5.66917814182269218541e-05
cache_blocked_2,2000,58,0.597348117007641121745,0.597376438337960280478,4.95344441756753837026e-05
cache_blocked_2,2000,59,0.603822791003040038049,0.603812866999457242834,1.75064127404296039452e-05
cache_blocked_2,2000,60,0.588058987006661482155,0.588080327002292846394,5.55622694556275165232e-05
cache_blocked_2,2000,61,0.594583415004308335483,0.594670232336890536295,0.000124096501174662181104
cache_blocked_2,2000,62,0.600835555000230669975,0.6008155833357401443,6.86971331052826380366e-05
cache_blocked_2,2000,63,0.608213312996667809784,0.608206514996709302068,4.00569241340837620428e-05
cache_blocked_2,2000,64,0.592090880003524944186,0.593621432999498210847,0.00220787963445118412889
cache_blocked_2,2000,65,0.59988463501213118434,0.600698791002893472957,0.00116908780447378866062
cache_blocked_2,2000,66,0.605090583994751796126,0.605138263000602250052,7.94358329765342257179e-05
cache_blocked_2,2000,67,0.611543673003325238824,0.611554973006908197952,4.32304298040974549749e-05
cache_blocked_2,2000,68,0.597327826995751820505,0.597351531997749929381,0.00014079656073822069298
cache_blocked_2,2000,69,0.604075947994715534151,0.604456214661089119566,0.000587725226580157402052
cache_blocked_2,2000,70,0.609759994986234232783,0.60978645099385175854,3.78707202958829719551e-05
cache_blocked_2,2000,71,0.616721066995523869991,0.616714402999302024888,8.2008046106195824727e-05
cache_blocked_2,2000,72,0.640293739998014643788,0.639412293666585695995,0.00143890607993376576541
cache_blocked_2,2000,73,0.609870389002026058733,0.60984570833291706915,3.92741296260720531577e-05
cache_blocked_2,2000,74,0.616378069011261686683,0.616438164007073852169,9.26888825884255115493e-05
cache_blocked_2,2000,75,0.620590271995752118528,0.620593652667594142258,1.36360122353695113376e-05
cache_blocked_2,2000,76,0.60790509900834877044,0.607897143670318995667,1.15637796172551536426e-05
cache_blocked_2,2000,77,0.668100459995912387967,0.668034138997124160575,0.000144871687916627175062
cache_blocked_2,2000,78,0.620339777000481262803,0.620340787335104892897,1.52105646999968481504e-05
cache_blocked_2,2000,79,0.625949295004829764366,0.625958615666604600847,5.4978451787471733234e-05
cache_blocked_2,2000,80,0.612857793006696738303,0.61393081000035942818,0.00154439898328732286986
cache_blocked_2,2000,81,0.666626731996075250208,0.666638646667706780136,0.000190473390832398241498
cache_blocked_2,2000,82,0.623874080003588460386,0.623926439337083138525,7.99728752405979057645e-05
cache_blocked_2,2000,83,0.629360496997833251953,0.629360055332654155791,2.76838620169730126211e-05
cache_blocked_2,2000,84,0.61544107399822678417,0.615416796334708693372,6.35850104261252902947e-05
cache_blocked_2,2000,85,0.624567007995210587978,0.623677370337342495965,0.00127882224862782968404
cache_blocked_2,2000,86,0.627571404998889192939,0.627641302334571604682,0.000143815537813737247741
cache_blocked_2,2000,87,0.630617764007183723152,0.63061279000248759985,2.77973144183621940595e-05
cache_blocked_2,2000,88,0.66217250800400506705,0.661566080001648515463,0.00102725308315365897877
cache_blocked_2,2000,89,0.623738159003551118076,0.623712681330895635234,5.65018310988457360942e-05
cache_blocked_2,2000,90,0.671206658997107297182,0.671175428001636986686,5.38693675807438399311e-05
cache_blocked_2,2000,91,0.630741043991292826831,0.630743183666102935625,4.80650947972507781245e-06
cache_blocked_2,2000,92,0.619204389004153199494,0.619209904000551092373,1.63903144733653955041e-05
cache_blocked_2,2000,93,0.62592304099234752357,0.62592578233064466442,5.3453630311400795311e-05
cache_blocked_2,2000,94,0.630670466009178198874,0.630677631003588090586,1.15340497958815312463e-05
cache_blocked_2,2000,95,0.634231318006641231477,0.634236697670227500545,2.02210856160430857637e-05
cache_blocked_2,2000,96,0.621633171991561539471,0.622217115659926434112,0.0014443914320153639682
cache_blocked_2,2000,97,0.626038276997860521078,0.626051154661884878827,3.40325533379588087801e-05
cache_blocked_2,2000,98,0.630891443986911326647,0.630889938993883903073,2.78763197108696376665e-05
cache_blocked_2,2000,99,0.634900271004880778491,0.634894521999134098245,1.33310533528565852755e-05
cache_blocked_2,2000,100,0.622475231997668743134,0.622453603330844429387,3.19777531387212713234e-05
cache_blocked_2,2000,101,0.628481897001620382071,0.628488684999562452482,2.84165888768451244258e-05
cache_blocked_2,2000,102,0.634029631008161231875,0.634040904338083577407,2.35860044419839553077e-05
cache_blocked_2,2000,103,0.63735153300513047725,0.637346280670802456392,3.70948890623861782852e-05
cache_blocked_2,2000,104,0.623825683011091314256,0.623809443670324981213,2.73052289930932595285e-05
cache_blocked_2,2000,105,0.631328285991912707686,0.631349851333652622998,3.47615601713155170528e-05
cache_blocked_2,2000,106,0.634098707989323884249,0.632746864668054853631,0.00191609740312097829099
cache_blocked_2,2000,107,0.637727132008876651525,0.637738519673196946336,5.75247618824329700043e-05
cache_blocked_2,2000,108,0.62582533700333442539,0.625870357000773425149,7.13772472360240165228e-05
cache_blocked_2,2000,109,0.632369977000053040683,0.632353415334364399314,2.60985900881793693126e-05
cache_blocked_2,2000,110,0.636087947001215070486,0.636096951003613297893,1.36566327433134832036e-05
cache_blocked_2,2000,111,0.64003459300147369504,0.640032909669874583436,1.83762842801060047695e-05
cache_blocked_2,2000,112,0.628900114999851211905,0.629508609999902546406,0.00145245031264939518378
cache_blocked_2,2000,113,0.634595229988917708397,0.634607078992606488121,0.000109052327250786784143
cache_blocked_2,2000,114,0.638972155007650144398,0.638968833329272456467,5.6169795407335811738e-05
cache_blocked_2,2000,115,0.641037817011238075793,0.641059518335775124775,4.91087529984639070213e-05
cache_blocked_2,2000,116,0.629195927002001553774,0.629166802003358838213,7.46220644089973190799e-05
cache_blocked_2,2000,117,0.636292723007500171661,0.636259407003914589929,5.43736935571861179509e-05
cache_blocked_2,2000,118,0.638765719006187282503,0.638769621999623837816,2.88188317986450084375e-05
cache_blocked_2,2000,119,0.64158986000984441489,0.641580661331924262392,2.09908272104197447133e-05
cache_blocked_2,2000,120,0.631585707000340335071,0.631610715005081146955,7.56665594355013590303e-05
cache_blocked_2,2000,121,0.636141861003125086427,0.636136135333799757063,4.66676778276971408808e-05
cache_blocked_2,2000,122,0.641148176000569947064,0.641275922995797942328,0.000202424917369215895489
cache_blocked_2,2000,123,0.643997412000317126513,0.643994691000746910525,8.59098510342876072528e-06
cache_blocked_2,2000,124,0.633012865990167483687,0.633006195334019139409,2.68283031266577244426e-05
cache_blocked_2,2000,125,0.63825993599311914295,0.638353501664823852479,0.000163838870403773279733
cache_blocked_2,2000,126,0.643851690998417325318,0.643901574333237136649,8.61876031017138537031e-05
cache_blocked_2,2000,127,0.647379975009243935347,0.648484893337202605856,0.00175194941487277397983
cache_blocked_2,2000,128,0.635578146990155801177,0.635649136995198205113,0.000138451355915739283573
